Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.6Months,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland
72.5,3324.78,7,673204.0342,33,0,20,13,1,1,33.1974004878263,0,0,0,0,0,0,1,0,0,0,0
27.27,4499.244000000001,60,922078.9111,36,1,26,13,2,1,17.6970157040353,0,0,0,0,0,1,0,0,0,0,0
32.2,2599.968,0,8858228.871,35,0,33,10,12,1,37.7324415907219,0,0,1,0,0,0,0,0,0,0,0
3.43,6735.9864,0,4893.3984,187,1,79,10,5,1,-0.4457141657518379,0,0,0,0,0,0,0,0,1,0,0
82.23,3172.5,9,281277.2725,99,0,64,13,4,2,9.602896087360259,0,0,0,0,0,0,1,0,0,0,0
3.6,5019.9696,4,65203.1094,36,0,29,10,3,1,31.036730290231105,0,0,1,0,0,0,0,0,0,0,0
65.57,645.852,26,51557.2988,25,1,33,11,5,1,45.5751705114072,0,0,0,0,0,0,1,0,0,0,0
68.37,15149.544,30,587053.1972,337,1,42,13,3,1,55.2796578089114,0,0,0,0,0,0,0,0,0,0,1
102.83,5309.82,0,2103930.688,439,0,90,13,2,1,42.1766200173371,0,0,0,0,0,0,1,0,0,0,0
61.23,2271.48,16,42310.1328,34,0,68,13,6,1,36.0220184425452,0,1,0,0,0,0,0,0,0,0,0
138.3,12291.0,163,224761.9971,196,1,44,12,4,1,4.76067717641525,0,0,0,0,0,0,1,0,0,0,0
88.9,4802.5728,7,1024072.837,16,0,21,11,5,2,61.4056762727475,0,0,0,0,1,0,0,0,0,0,0
41.13,4037.7,35,545083.1172,26,0,29,15,2,1,63.602922269709396,0,0,0,0,0,0,1,0,0,0,0
3.8,4933.548,6,3071059.9069999997,52,1,54,12,1,2,6.65545543262705,0,0,0,0,0,0,0,0,0,0,1
39.77,7111.5,44,225029.1621,64,0,19,11,2,1,44.329809050974205,0,0,0,0,0,0,1,0,0,0,0
3.6,5425.932,156,799300.8506,84,0,82,13,2,1,10.9169285329407,0,0,0,0,0,0,0,0,0,0,1
3.53,1160.04,4,758816.5312,50,1,58,8,3,2,11.1322019783545,0,0,1,0,0,0,0,0,0,0,0
26.23,5988.24,16,1732440.812,195,0,24,12,3,1,33.0448637192585,0,0,0,0,0,0,1,0,0,0,0
3.03,95.52,0,30.2803,2,1,46,12,5,1,36.981586608508294,0,0,0,0,0,0,1,0,0,0,0
42.53,4099.5024,12,561798.5225,6,1,80,9,5,2,24.0682893336337,0,0,0,0,0,0,0,0,0,0,0
38.2,334.0128,10,3013.9932,6,1,36,12,3,1,35.421141623383896,0,1,0,0,0,0,0,0,0,0,0
72.03,6947.172,22,42968676.41,95,1,29,11,11,3,11.0390666988008,0,0,0,0,0,0,0,1,0,0,0
4.2,10563.0,92,1181190.631,329,1,51,14,4,3,17.2143236670817,0,0,0,0,0,0,1,0,0,0,0
23.97,1081.776,3,10442434.63,18,0,51,8,4,1,36.3206497107845,0,0,0,0,0,1,0,0,0,0,0
45.17,5252.4,0,144766.4629,888,0,68,16,6,3,23.4052598506398,0,0,0,0,1,0,0,0,0,0,0
75.73,5252.4,0,1564279.6130000001,712,0,82,17,1,1,45.4111645158574,0,0,0,0,0,1,0,0,0,0,0
7.4,567.024,62,187.5537,3,1,53,11,12,1,30.837322602213696,0,0,1,0,0,0,0,0,0,0,0
52.87,94.09200000000001,0,1031.042,3,1,33,15,6,1,14.754792823087499,0,0,0,0,0,0,0,0,0,0,0
45.13,7110.3288,2,1902.3672,675,0,39,11,3,2,31.7830203047647,0,0,1,0,0,0,0,0,0,0,0
14.17,6339.804,8,299235.7441,868,0,40,15,3,3,51.3676850558929,0,0,0,0,0,0,0,0,0,0,1
4.43,4462.92,36,1881350.4009999998,206,1,47,15,7,1,21.4133124774988,0,0,0,1,0,0,0,0,0,0,0
16.17,369.63599999999997,24,17.4717,5,1,19,14,11,1,35.0540073557638,0,0,0,0,0,0,0,0,0,0,1
8.27,463.824,34,1062.7255,8,1,86,13,3,1,12.252588235340701,0,0,0,0,0,0,0,0,0,0,1
96.77,890.664,37,426885.2852,8,1,46,12,3,1,18.5621526961977,1,0,0,0,0,0,0,0,0,0,0
23.6,7598.6424,6,1871998.521,170,0,45,15,2,2,31.1421596746311,0,0,0,0,0,0,0,0,1,0,0
5.1,6416.58,16,1196432.4170000001,234,0,93,9,7,1,33.328076697166,0,1,0,0,0,0,0,0,0,0,0
24.37,4972.4424,4,35674.9864,660,0,24,14,6,7,27.130156491276196,0,0,0,0,0,0,0,1,0,0,0
4.0,1062.3624,0,8633289.656,15,0,44,14,1,1,16.1382947080176,0,0,0,0,0,0,0,0,0,0,1
8.47,5872.56,12,1002857.23,52,1,78,11,6,1,42.194409363607896,0,1,0,0,0,0,0,0,0,0,0
20.3,2019.8448,41,674.7998,278,0,44,12,4,3,58.65684222961929,0,0,0,0,1,0,0,0,0,0,0
55.13,458.46,11,382170.5908,47,1,72,9,4,1,1.435274404588,0,0,0,0,0,0,0,0,0,0,1
6.23,11264.88,165,1822350.092,168,1,47,12,3,1,21.4923008005197,0,0,0,1,0,0,0,0,0,0,0
5.4,6083.88,172,1081173.539,63,1,66,14,6,1,2.7322853478014797,0,0,0,0,0,0,0,1,0,0,0
4.97,914.6712,8,1.9199,44,0,73,15,7,2,25.3485734423072,0,0,0,0,0,0,0,0,0,0,1
76.07,1156.296,20,22163.0821,16,1,34,13,6,1,21.802993616739897,0,0,0,0,0,0,1,0,0,0,0
95.73,6501.2808,1,92037.4433,772,0,82,11,5,2,38.258119804024204,0,0,0,0,0,0,0,0,1,0,0
25.17,5438.88,0,583200.79,478,1,59,15,4,4,20.7243099409366,0,0,0,0,0,0,1,0,0,0,0
5.6,4431.384,26,49.0908,582,1,24,7,3,1,19.863229317530802,0,0,0,0,0,0,0,0,0,0,1
30.37,290.184,31,20.9238,1,1,51,14,12,1,17.7692168085043,0,0,1,0,0,0,0,0,0,0,0
56.6,2823.5424,38,49852.2002,66,0,40,11,2,1,34.3831210858756,0,0,0,0,0,0,0,0,0,0,1
61.97,563.7144,32,0.2246,8,1,34,14,2,1,-1.4064866101226898,0,0,0,0,0,0,1,0,0,0,0
29.8,59815.26,127,32403873.11,107,1,53,11,3,3,11.860938006692601,0,0,0,0,0,0,1,0,0,0,0
134.6,7337.58,14,274207.4853,732,0,61,13,5,1,48.30400617286329,0,0,0,0,0,0,0,0,0,0,1
84.27,1183.86,39,16.3115,27,1,60,14,6,1,34.3125687812707,0,0,0,0,0,0,0,0,0,0,1
105.17,7339.4424,0,1091551.36,397,0,46,15,7,1,65.0892492870861,0,0,0,0,0,0,0,0,1,0,0
3.37,269.82,1,313266.3779,11,1,40,11,1,1,31.085991084256396,0,0,0,0,0,0,1,0,0,0,0
47.0,655.68,21,3723135.191,8,1,45,9,5,1,-7.33934076407252,0,0,0,0,0,0,0,0,0,0,1
3.17,471.36,5,5200.3105,4,1,73,8,5,1,16.0637165997172,0,0,1,0,0,0,0,0,0,0,0
108.83,1251.3648,23,27.9297,16,1,55,11,3,1,28.421715558815304,0,0,0,0,1,0,0,0,0,0,0
57.83,1187.4528,16,707.959,26,1,77,16,6,1,3.1213298782636,0,0,0,0,0,0,0,0,0,0,1
47.33,1047.5328,15,625312.2119,2,1,26,11,7,1,13.6817116993571,0,0,0,0,0,0,0,1,0,0,0
84.73,6668.076,53,1024007.2309999999,466,0,86,13,2,1,4.54058768432845,0,0,1,0,0,0,0,0,0,0,0
140.17,5838.72,0,215656.4394,370,0,52,12,5,3,42.0141864012162,0,1,0,0,0,0,0,0,0,0,0
8.53,855.42,0,160.3643,45,0,44,14,3,1,39.4565187702594,0,0,0,0,0,1,0,0,0,0,0
4.27,658.68,4,5458767.271000001,9,1,54,10,5,2,14.3785941000948,0,0,0,0,0,0,1,0,0,0,0
106.1,1845.192,0,50.0381,43,0,39,11,1,1,24.237239473573,0,0,0,0,0,1,0,0,0,0,0
84.43,7183.0704,14,1158535.702,530,1,61,11,6,2,-5.42968326066661,0,0,0,1,0,0,0,0,0,0,0
19.3,3108.54,83,3554442.543,17,0,47,11,5,1,14.7361688148802,0,0,1,0,0,0,0,0,0,0,0
122.43,3746.112,21,1675076.255,436,1,55,13,6,1,31.3868027689275,0,0,0,0,0,0,0,0,0,0,1
4.2,6993.3648,874,26.581999999999997,39,0,41,14,4,1,40.476389446678795,0,0,1,0,0,0,0,0,0,0,0
5.33,535.32,24,1436.1211,29,1,42,13,5,2,31.1314853267002,1,0,0,0,0,0,0,0,0,0,0
101.53,5327.46,14,76915.0547,398,0,61,14,2,1,41.2031418539877,0,0,0,0,0,0,0,0,0,0,1
87.67,6497.688,13,256886.8711,576,1,53,14,1,1,48.902458850741795,0,0,0,0,0,0,0,0,0,0,1
4.0,1401.24,4,90.1064,79,0,83,17,5,1,41.810032166133105,1,0,0,0,0,0,0,0,0,0,0
50.33,3694.38,6,2076039.626,112,1,84,13,6,2,12.582466956958198,0,0,0,0,0,0,0,0,0,0,1
4.5,2607.348,4,3119066.825,15,0,62,11,6,1,25.530857287687603,0,0,0,0,0,0,0,0,0,0,1
123.53,5501.22,0,1014261.738,319,0,55,10,3,1,11.0769985182993,0,0,0,0,1,0,0,0,0,0,0
85.23,85.26,0,41668.7041,3,0,38,10,4,2,53.742911395818304,0,0,1,0,0,0,0,0,0,0,0
5.0,26687.16,161,8276490.735,410,0,68,8,6,2,36.397974938038104,0,0,0,0,0,0,0,0,0,0,1
78.87,4480.8456,43,2156818.999,352,1,66,13,4,1,30.852536276910897,0,0,0,0,0,0,1,0,0,0,0
3.9,3657.54,11,193627.9316,100,0,39,13,12,11,37.5447060455168,0,0,0,0,0,1,0,0,0,0,0
5.17,3659.184,4,44579175.13,64,0,70,12,4,1,11.281900510867901,0,0,0,0,0,1,0,0,0,0,0
42.27,5389.86,138,131.457,84,1,91,10,2,1,30.481004687544104,0,0,1,0,0,0,0,0,0,0,0
5.6,5928.648,24,2067125.635,690,0,69,13,1,1,42.7836143134048,0,0,0,0,0,0,1,0,0,0,0
4.6,1342.7976,74,21134.9131,51,0,35,10,5,1,25.277811137917,0,0,1,0,0,0,0,0,0,0,0
47.43,817.8,0,287861.3066,8,0,19,8,1,6,0.438433839043864,0,0,1,0,0,0,0,0,0,0,0
138.37,3250.092,0,15912.5723,162,0,72,12,1,5,34.2248433616564,0,0,0,0,0,0,0,1,0,0,0
114.83,510.528,29,1541.9365,4,1,76,13,6,2,17.7781001691616,0,0,0,0,1,0,0,0,0,0,0
12.4,4177.524,23,902022.8174,74,1,61,13,4,1,34.2652773188377,0,0,0,0,0,0,0,0,0,0,0
17.43,4058.52,105,3372399.607,126,0,64,17,5,4,37.2279225349384,0,0,0,0,0,1,0,0,0,0,0
14.17,1130.6904,0,15905941.53,4,0,50,12,3,1,34.7244094025853,0,0,0,0,0,0,0,0,0,1,0
117.37,3616.98,22,121075.4375,180,0,25,11,3,1,14.176060395915,0,0,0,0,0,0,0,0,0,0,1
72.1,6720.9024,41,83108.7657,279,0,42,14,6,2,33.8224988247986,0,0,0,0,0,0,1,0,0,0,0
68.43,7854.4824,13,1392.9424,328,1,25,13,9,1,25.6150297975007,0,0,0,0,0,1,0,0,0,0,0
69.37,3631.98,1,808.9345,130,0,50,12,5,1,29.672081594177605,0,0,0,0,0,1,0,0,0,0,0
92.03,405.1704,22,189.7324,2,1,65,13,6,1,37.8704809903954,0,0,0,0,0,0,0,0,1,0,0
14.5,7969.68,25,2763981.172,545,1,24,11,6,1,34.1843295580473,0,0,0,0,0,0,0,0,0,1,0
37.83,491.16,26,88186.9102,3,1,50,12,7,2,35.0382446511862,0,0,0,0,0,0,0,0,0,0,1
32.03,2673.9552,20,77131.1015,36,0,44,12,4,1,5.788743625488441,1,0,0,0,0,0,0,0,0,0,0
44.83,5778.48,0,14.7383,788,0,70,18,5,4,19.3465560977133,0,0,0,0,0,1,0,0,0,0,0
100.4,162.9456,2,10.6357,23,1,73,16,3,3,4.60418793321501,0,0,0,0,0,0,1,0,0,0,0
8.7,1317.9,6,343736.75200000004,26,0,70,16,3,1,-2.20317688751982,0,0,0,0,0,0,0,0,0,1,0
14.77,6998.4,0,32954801.18,209,0,27,11,4,9,16.9436221166054,0,1,0,0,0,0,0,0,0,0,0
6.87,1049.8728,25,3064741.425,35,1,57,13,3,1,-1.7517603809622901,0,1,0,0,0,0,0,0,0,0,0
122.23,4296.6,24,0.2969,89,0,39,13,12,4,47.837581451705105,0,0,0,0,0,0,0,0,0,0,1
101.6,6681.66,1,46252.5127,678,0,72,14,2,1,14.504968465607,0,0,0,0,0,0,0,0,0,0,1
13.93,6792.8184,66,2477681.597,686,0,42,13,5,1,34.7247787169878,0,0,0,0,0,0,0,0,0,0,1
4.53,1622.0064,7,7410.7529,62,0,63,12,7,1,30.417933923310102,0,0,0,0,1,0,0,0,0,0,0
41.17,608.64,23,44502.5,10,1,68,16,4,1,38.2618666752007,0,0,1,0,0,0,0,0,0,0,0
4.33,846.06,6,5001.0449,28,1,67,9,3,1,-6.03720233838487,0,0,0,0,0,0,1,0,0,0,0
4.07,1948.332,84,70.001,39,0,95,12,6,2,37.0155169610272,0,0,0,0,0,0,0,0,1,0,0
71.6,2626.2,0,30611.7959,523,0,48,11,2,3,0.940948975119525,0,0,0,0,0,0,0,0,0,0,1
3.7,776.4,0,27605.7383,36,1,42,13,4,5,56.1048504354729,0,0,0,0,0,0,0,1,0,0,0
5.9,5740.3584,10,2258.7432,229,0,58,12,5,1,-7.74150430074353,0,0,0,0,0,1,0,0,0,0,0
122.83,16341.24,17,1757851.0080000001,1232,1,18,11,3,2,11.6609936255253,0,0,0,0,0,1,0,0,0,0,0
18.6,865.3488,22,365187.3711,51,1,96,12,2,2,24.8623953839469,0,0,0,0,0,1,0,0,0,0,0
6.5,1223.46,0,496.4434,50,1,25,7,7,1,36.5791826727235,0,0,0,0,0,0,0,0,0,0,1
34.07,919.9848,25,1502.9111,58,0,59,17,3,1,38.415273113130105,0,0,0,0,0,0,0,0,0,0,1
43.9,1287.1512,29,24756.7109,21,1,65,13,1,2,24.1590032814603,0,0,0,0,0,0,1,0,0,0,0
21.97,183.204,9,2.0215,33,1,91,11,5,1,11.911827551408598,0,0,0,0,1,0,0,0,0,0,0
122.23,328.9224,20,15595.75,53,1,31,13,5,1,5.3440945457654605,0,0,0,0,0,0,0,0,0,1,0
23.8,2503.3128,19,91833.8486,31,0,30,13,4,1,33.7239438165595,0,0,0,0,0,1,0,0,0,0,0
5.6,8196.12,91,890476.2061,570,1,26,13,5,2,11.5887506918975,0,0,0,0,0,0,0,0,0,1,0
4.5,922.428,2,4251.4922,16,1,46,15,3,1,36.7286808898881,0,0,0,0,0,0,0,1,0,0,0
42.43,1248.1656,7,22021658.22,3,1,83,11,3,1,21.844028897844897,0,0,0,0,0,1,0,0,0,0,0
116.83,1147.992,0,406817.2071,6,0,36,11,6,1,-1.16575807539688,0,0,0,0,0,0,1,0,0,0,0
63.87,1122.6624,13,2491.7158,8,1,58,11,4,1,20.033492992722103,0,0,0,0,0,1,0,0,0,0,0
43.2,517.764,16,8911525.136,21,1,40,17,3,1,-9.53555631929865,0,0,0,0,0,0,1,0,0,0,0
3.63,512.58,6,1369140.144,12,1,79,10,5,1,17.7436279857359,0,0,0,0,0,0,0,0,1,0,0
55.37,3398.988,6,780.5566,234,0,19,12,4,1,44.228758290013,0,0,0,0,0,0,0,0,1,0,0
33.23,6993.5568,2,6096582.927,395,0,59,12,4,3,20.294918441890896,0,0,1,0,0,0,0,0,0,0,0
44.3,279.024,14,3704.3213,5,1,25,7,2,1,28.805308476776098,0,0,0,0,0,0,0,0,0,0,1
75.07,3213.78,2,1919857.372,131,0,29,15,4,2,43.8061734842487,0,0,0,0,0,0,1,0,0,0,0
77.93,397.6704,24,487.3584,3,1,19,14,7,2,16.9881279708891,0,0,0,0,0,1,0,0,0,0,0
44.73,461.52,12,7.5146,5,0,74,10,6,2,3.4444416248827405,0,0,1,0,0,0,0,0,0,0,0
4.07,966.6,0,32.459,152,1,35,8,7,6,30.6066441472095,0,0,0,0,0,0,0,1,0,0,0
87.67,7458.66,36,1078971.132,144,0,50,12,2,1,35.922846400031,0,0,0,0,0,0,0,0,1,0,0
16.8,1660.44,42,339997.5273,17,0,78,12,3,1,18.465965951913397,0,0,0,0,0,0,0,0,0,0,1
138.47,3103.38,63,85047.6143,181,0,75,12,4,1,47.618608225145294,0,0,1,0,0,0,0,0,0,0,0
122.13,2943.54,0,98756.8555,55,0,94,12,11,2,25.6275918911982,0,0,0,0,0,0,1,0,0,0,0
3.57,834.816,0,1509481.9,8,1,23,8,7,1,47.829736648537505,0,0,0,0,0,0,1,0,0,0,0
43.13,5259.0,34,507507.0127,89,0,79,14,12,2,-8.6012451153328,0,0,1,0,0,0,0,0,0,0,0
48.43,2243.16,37,63943.9473,35,0,41,15,2,1,19.974314380750698,0,0,0,0,0,1,0,0,0,0,0
4.43,6650.9736,119,928206.748,189,1,29,9,5,6,3.95501626603173,0,0,1,0,0,0,0,0,0,0,0
53.57,5342.04,5,2952394.18,417,0,63,9,5,1,49.4262682437335,0,0,0,0,0,0,0,0,0,0,1
20.87,9447.12,12,2012374.1519999998,134,1,24,11,4,2,36.22485921109529,0,0,0,0,0,1,0,0,0,0,0
3.67,83.1,0,693.2861,3,1,46,13,5,3,-6.741575644237041,0,0,0,0,0,0,0,0,0,0,1
26.07,42377.244000000006,4,6636522.203,2016,0,85,11,12,2,52.2500631956923,0,0,1,0,0,0,0,0,0,0,0
16.93,4347.0,20,158624.3037,43,1,55,12,6,5,18.456404543991802,0,0,0,0,0,0,0,1,0,0,0
25.5,10825.956,36,17363.8516,820,1,46,13,5,1,27.0120082621459,0,0,0,0,0,1,0,0,0,0,0
7.77,2928.5304,0,99456402.05,17,0,43,12,3,1,34.4030489080112,0,0,0,0,0,0,0,0,0,0,1
46.23,320.13599999999997,7,823.9795,4,1,65,15,4,1,23.816614743762898,1,0,0,0,0,0,0,0,0,0,0
-3.0,927.7632,50,2305.1553,10,1,80,12,3,1,6.236524495426299,0,0,0,0,0,0,0,0,0,0,1
12.4,412.48800000000006,19,51.8125,13,1,51,7,5,1,37.8241531948902,0,0,0,0,0,0,0,0,0,0,0
40.77,691.632,7,164326.9375,2,1,64,16,5,1,19.2190852839366,0,0,0,0,0,1,0,0,0,0,0
109.0,4917.204000000001,35,1036647.692,120,0,74,12,6,1,24.1018338972438,0,0,0,0,0,0,0,0,0,0,1
72.3,2777.4888,36,2.0498,175,0,23,13,4,1,19.570441728002802,0,0,0,0,0,1,0,0,0,0,0
69.93,2977.1064,39,8738505.772,44,0,74,11,4,4,33.3760301983543,0,0,0,0,1,0,0,0,0,0,0
12.27,5784.72,20,2165091.16,64,0,18,11,1,1,23.996716042123605,0,1,0,0,0,0,0,0,0,0,0
123.47,6272.2704,2,192469.0263,223,0,29,13,6,1,32.0337945919916,0,0,1,0,0,0,0,0,0,0,0
34.03,3160.9824,0,231107.3379,186,0,67,13,1,1,49.0774067147793,0,0,0,0,0,1,0,0,0,0,0
79.07,576.78,15,29.459,15,0,77,11,6,2,21.798088673385,0,0,0,0,0,0,1,0,0,0,0
4.6,7600.5,2,9974712.357,193,0,62,11,2,2,8.23597476569685,0,0,0,0,0,0,0,0,0,0,1
122.4,4093.68,15,224677.5722,263,1,35,11,3,13,23.1408056061063,0,0,0,0,0,1,0,0,0,0,0
3.9,8206.091999999999,270,692988.9336,198,1,48,8,2,2,-3.28769190852402,0,0,0,0,0,0,0,0,0,0,1
98.23,3969.3,67,1305606.7140000002,90,1,29,14,3,1,55.8312983861207,0,0,0,0,0,0,0,0,1,0,0
6.57,1236.8496,6,300.4922,19,1,19,13,1,21,10.671492938445901,0,0,0,0,0,1,0,0,0,0,0
94.2,4755.7128,13,723.5527,131,1,28,10,4,3,-4.28458998863303,0,0,0,0,0,0,0,0,0,0,1
3.33,675.36,25,336878.9902,3,1,36,10,7,2,32.5921703352574,0,0,1,0,0,0,0,0,0,0,0
4.33,4939.74,5,46.3486,84,0,50,12,3,1,21.0305142242101,0,0,0,0,0,0,0,0,1,0,0
54.23,2513.592,8,80186.9229,97,0,63,12,6,1,33.7438735850547,0,0,0,0,0,0,0,0,0,0,1
161.8,22881.06,62,3441170.841,544,1,22,9,5,1,27.975903371196104,0,0,0,0,0,0,1,0,0,0,0
56.43,5040.24,12,66257.3985,76,0,26,12,2,6,17.2225044982967,1,0,0,0,0,0,0,0,0,0,0
13.73,2003.94,1,4365315.423,5,0,65,11,4,1,65.8632573539337,0,0,0,0,0,0,0,0,0,0,1
3.83,212.88,0,1079.5459,1,1,57,12,3,2,-22.281202638723602,0,0,0,0,0,0,0,0,0,0,1
162.3,2400.0024,40,560.1455,38,0,91,18,6,5,30.4030671618542,0,0,0,0,0,0,1,0,0,0,0
70.0,4692.9,20,116751.5869,342,1,47,9,4,1,15.6610723297789,0,0,0,0,0,0,0,0,0,0,1
68.9,2541.66,136,3854.1659999999997,15,0,52,12,4,1,39.8787717997268,0,0,0,0,1,0,0,0,0,0,0
30.97,257.34,24,21.0293,8,1,65,11,5,1,12.2894608962786,0,0,0,0,0,1,0,0,0,0,0
86.8,1068.3264,0,7301016.503,22,0,37,9,4,3,33.5844368236974,0,0,1,0,0,0,0,0,0,0,0
158.5,20038.272,12,1539880.571,782,1,19,13,6,6,28.1739304167695,0,0,0,0,0,0,0,0,0,0,1
4.63,1367.172,3,1461620.5159999998,17,0,67,14,4,1,7.6667545963656405,0,0,0,0,1,0,0,0,0,0,0
6.23,4623.9864,2,44769.9404,333,1,53,12,5,2,6.327616749628709,0,0,0,0,0,1,0,0,0,0,0
26.73,3817.5840000000003,3,396481.9531,83,0,27,16,3,1,16.144649458590802,0,0,0,0,0,0,0,0,0,1,0
122.77,23986.307999999997,2,1848207.602,1115,1,57,13,2,2,11.870960609205401,0,0,0,0,0,0,0,0,0,1,0
127.23,6252.24,10,326820.4102,393,0,18,10,1,1,36.854604609588705,0,0,0,0,0,0,0,1,0,0,0
45.8,6401.052,0,11526301.73,31,0,82,14,2,8,22.2674886244475,0,0,0,1,0,0,0,0,0,0,0
17.0,331.5,27,474528.2129,33,1,29,13,5,1,-4.60773018995364,0,0,0,0,0,0,1,0,0,0,0
67.73,735.9,8,183047.1699,164,1,55,13,2,2,1.44140463827218,0,0,0,0,0,0,0,1,0,0,0
16.77,3985.836,0,1218030.9409999999,691,0,80,16,3,2,40.451608822008,0,0,0,0,0,1,0,0,0,0,0
126.5,2867.688,8,204696.3447,96,0,46,13,4,1,58.5560008045375,0,0,0,0,0,0,0,0,0,1,0
8.0,7541.448,29,15313555.78,346,1,49,13,5,1,16.779501223401198,0,0,0,0,0,1,0,0,0,0,0
32.53,813.5688,22,28.6211,12,1,53,10,7,1,15.7623060641844,0,0,0,0,0,0,1,0,0,0,0
50.67,5834.28,10,1648876.4630000002,267,0,39,14,5,14,9.81774131328755,0,0,0,0,1,0,0,0,0,0,0
41.47,234.588,11,458.4746,1,1,27,9,2,1,-3.0317488114092304,0,0,0,0,0,1,0,0,0,0,0
75.7,27853.98,5,0.7559,1470,0,54,14,5,1,36.068307260852706,0,0,0,1,0,0,0,0,0,0,0
13.47,5692.356,17,1686.7334,168,1,39,11,4,1,8.53175583443699,0,0,1,0,0,0,0,0,0,0,0
27.77,4022.5896,42,14946.8125,74,1,60,10,1,6,21.0319085710103,0,0,0,0,0,0,0,0,0,0,0
7.43,1805.628,0,59700.0996,14,0,83,10,6,2,-1.2068505033306498,0,0,0,0,0,0,0,1,0,0,0
77.43,1390.92,68,19.0537,16,0,24,11,1,1,36.0022887943681,0,0,0,0,0,1,0,0,0,0,0
22.2,5883.1992,48,1674835.019,99,0,39,13,7,2,23.303978480089,0,0,0,0,0,0,0,0,0,0,1
3.47,2823.96,0,118357.4561,109,0,27,14,2,2,26.8498632226008,0,0,0,0,0,0,1,0,0,0,0
3.6,2805.42,0,148574.2373,60,0,73,11,3,2,32.8244030692448,0,0,1,0,0,0,0,0,0,0,0
12.0,694.2312,0,1639.8564,481,1,77,12,2,1,1.3609390938514,0,0,0,0,0,0,0,0,0,0,1
100.63,2126.2344,9,157332.0869,141,0,22,9,4,1,17.3532552573747,0,0,0,0,1,0,0,0,0,0,0
60.9,3480.54,0,9873736.892,3,0,35,14,6,2,40.3678561114716,0,0,0,0,0,0,1,0,0,0,0
74.93,1540.14,16,4795.3906,69,0,36,11,5,1,24.0956663302409,0,0,0,0,0,0,1,0,0,0,0
53.43,509.88,18,36.0762,146,1,47,9,3,3,44.4419833695725,0,0,0,0,1,0,0,0,0,0,0
31.03,2438.28,2,4314.3526,20,0,32,10,3,1,-6.5453659165973095,0,0,0,0,0,1,0,0,0,0,0
4.83,7378.2096,71,1904637.535,122,0,34,11,4,1,10.4239610539362,0,0,1,0,0,0,0,0,0,0,0
89.47,13252.2,24,3999986.088,12,1,27,9,6,1,13.2387432998397,0,0,0,0,0,0,1,0,0,0,0
45.13,653.0784,0,0.1172,41,0,99,13,2,1,25.6041101151347,0,0,0,0,0,1,0,0,0,0,0
8.0,4769.2968,13,325849.4277,136,0,70,13,5,1,21.8445494471836,0,0,0,0,0,0,0,0,0,0,1
137.27,5646.36,0,401235.039,645,1,20,11,6,2,24.9388640744101,0,0,0,0,0,0,0,0,0,0,1
127.87,146632.98,665,1737078.813,678,1,30,14,7,10,20.3274611000755,1,0,0,0,0,0,0,0,0,0,0
49.67,5813.8704,22,72254.87700000001,130,1,55,12,5,1,6.48824122639334,0,0,0,0,0,0,0,0,1,0,0
3.53,46.62,0,899.877,1,1,79,14,12,1,29.629389814306396,0,0,0,0,0,1,0,0,0,0,0
83.0,10762.56,69,1336272.676,177,1,58,16,5,3,29.0899814673731,1,0,0,0,0,0,0,0,0,0,0
8.0,8303.5464,148,39738.3574,207,1,53,12,2,1,27.6185556391956,0,0,0,0,0,0,0,0,0,0,1
54.27,4379.976,22,48.2852,157,0,97,13,4,1,25.6080676513172,0,0,0,0,0,0,0,0,0,0,1
123.37,2652.5064,2,292.5508,165,0,42,16,12,1,-3.0609190121480094,0,0,0,0,0,1,0,0,0,0,0
40.7,4614.4104,13,1609946.4440000001,523,1,24,11,5,1,41.1477405498581,0,0,0,0,0,0,1,0,0,0,0
13.57,487.7256,20,39.8291,17,1,82,12,1,1,20.8533314103006,0,0,0,0,0,1,0,0,0,0,0
44.33,363.0216,0,9527230.541000001,14,1,54,11,3,2,-1.22616326274572,0,0,0,0,0,0,1,0,0,0,0
12.1,6583.2024,84,459614.2197,415,1,26,12,4,1,33.327933925598,0,0,0,0,0,0,0,0,1,0,0
124.03,1288.08,46,359042.4961,58,1,38,8,6,1,29.407465502997198,0,0,1,0,0,0,0,0,0,0,0
113.97,6030.66,0,4884453.493,170,0,92,12,5,2,10.476017961025901,0,0,0,0,0,0,1,0,0,0,0
3.43,89.83200000000001,0,8.2959,2,1,58,10,5,1,25.6287067444622,0,0,0,0,0,0,0,0,0,1,0
3.9,2855.8224,81,4282439.772,28,0,79,13,4,4,121.52738159268499,0,0,0,0,0,1,0,0,0,0,0
7.17,1896.36,12,20587154.08,3,0,61,15,5,1,44.6958635252861,0,0,1,0,0,0,0,0,0,0,0
122.3,344.22,33,44.168,6,1,62,11,3,1,8.11415135242653,0,0,0,0,0,0,0,0,0,0,1
83.07,5666.76,0,1218412.512,353,0,44,11,3,4,45.248451799951,0,0,0,0,0,0,0,0,0,0,1
