,Customer.ID,Years.customer,Months.customer,Minutes.in.2018,Minutes.onnet,Minutes.offnet,Number.of.SMS,KBs.used,Total.Unique.Calls,Previous.provider,Churn.Status
578,ADF1057,1022,34.07,919.9848,213.0593453,706.9254547,25,1502.9111,58,T-Mobile,0
579,ADF0520,1317,43.9,1287.1512,287.7436986,999.4075014,29,24756.7109,21,TELE2,1
580,ADF1558,659,21.97,183.204,100.7387694,82.46523062,9,2.0215,33,KPN,1
581,ADF1574,3667,122.23,328.9224,93.01178282,235.9106172,20,15595.75,53,Vodafone,1
582,ADF0306,714,23.8,2503.3128,786.8633646,1716.449435,19,91833.8486,31,TELE2,0
583,ADF1916,168,5.6,8196.12,4195.79987,4000.32013,91,890476.2061,570,Ben,1
584,ADF1635,135,4.5,922.428,271.5862603,650.8417397,2,4251.4922,16,Vodafone,1
585,ADF0515,1273,42.43,1248.1656,516.4000874,731.7655126,7,22021658.22,3,TELE2,1
586,ADF1071,3505,116.83,1147.992,392.5922368,755.3997632,0,406817.2071,6,KPN,0
587,ADF0504,1916,63.87,1122.6624,611.6175723,511.0448277,13,2491.7158,8,TELE2,1
588,ADF1597,1296,43.2,517.764,286.7264229,231.0375771,16,8911525.136,21,T-Mobile,1
589,ADF0610,109,3.63,512.58,251.790516,260.789484,6,1369140.144,12,0,1
590,ADF1210,1661,55.37,3398.988,2539.023978,859.9640219,6,780.5566,234,T-Mobile,0
591,ADF1484,997,33.23,6993.5568,2586.397239,4407.159561,2,6096582.927,395,T-Mobile,0
592,ADF0393,1329,44.3,279.024,111.5549095,167.4690905,14,3704.3213,5,TELE2,1
593,ADF1959,2252,75.07,3213.78,1142.37336,2071.40664,2,1919857.372,131,Ben,0
594,ADF1583,2338,77.93,397.6704,125.4104651,272.2599349,24,487.3584,3,KPN,1
595,ADF0040,1342,44.73,461.52,322.4834463,139.0365537,12,7.5146,5,T-Mobile,0
596,ADF0094,122,4.07,966.6,608.5423541,358.0576459,0,32.459,152,Telfort,1
597,ADF1891,2630,87.67,7458.66,5360.282246,2098.377754,36,1078971.132,144,KPN,0
598,ADF0284,504,16.8,1660.44,562.6795754,1097.760425,42,339997.5273,17,Telfort,0
599,ADF1182,4154,138.47,3103.38,541.1821975,2562.197803,63,85047.6143,181,KPN,0
600,ADF1170,3664,122.13,2943.54,602.4970476,2341.042952,0,98756.8555,55,Vodafone,0
601,ADF1979,107,3.57,834.816,263.9660327,570.8499673,0,1509481.9,8,T-Mobile,1
602,ADF1328,1294,43.13,5259,3758.492216,1500.507784,34,507507.0127,89,Vodafone,0
603,ADF1117,1453,48.43,2243.16,1334.187537,908.9724627,37,63943.9473,35,Ben,0
604,ADF0119,133,4.43,6650.9736,4488.169087,2162.804513,119,928206.748,189,KPN,1
605,ADF1341,1607,53.57,5342.04,1343.218898,3998.821102,5,2952394.18,417,KPN,0
606,ADF1805,626,20.87,9447.12,6197.907983,3249.212017,12,2012374.152,134,T-Mobile,1
607,ADF1550,110,3.67,83.1,55.16900652,27.93099348,0,693.2861,3,KPN,1
608,ADF1548,782,26.07,42377.244,33189.74275,9187.501247,4,6636522.203,2016,KPN,0
609,ADF1681,508,16.93,4347,1801.632101,2545.367899,20,158624.3037,43,Vodafone,1
610,ADF1815,765,25.5,10825.956,1998.192419,8827.763581,36,17363.8516,820,TELE2,1
611,ADF0318,233,7.77,2928.5304,1981.829431,946.7009695,0,99456402.05,17,TELE2,0
612,ADF0400,1387,46.23,320.136,96.82538519,223.3106148,7,823.9795,4,Vodafone,1
613,ADF0493,1606,-3,927.7632,321.1003766,606.6628234,50,2305.1553,10,Vodafone,1
614,ADF1896,372,12.4,412.488,224.9635183,187.5244817,19,51.8125,13,Telfort,1
615,ADF0467,1223,40.77,691.632,394.2361067,297.3958933,7,164326.9375,2,TELE2,1
616,ADF0594,3270,109,4917.204,3123.19865,1794.00535,35,1036647.692,120,TELE2,0
617,ADF1151,2169,72.3,2777.4888,2177.672632,599.8161681,36,2.0498,175,Ben,0
618,ADF1173,2098,69.93,2977.1064,917.6438,2059.4626,39,8738505.772,44,KPN,0
619,ADF1389,368,12.27,5784.72,4614.141135,1170.578865,20,2165091.16,64,T-Mobile,0
620,ADF1428,3704,123.47,6272.2704,3793.461811,2478.808589,2,192469.0263,223,Ben,0
621,ADF1187,1021,34.03,3160.9824,2519.205642,641.7767583,0,231107.3379,186,TELE2,0
622,ADF0259,2372,79.07,576.78,442.873813,133.906187,15,29.459,15,Vodafone,0
623,ADF1524,138,4.6,7600.5,2502.084198,5098.415802,2,9974712.357,193,0,0
624,ADF1674,3672,122.4,4093.68,2534.072091,1559.607909,15,224677.5722,263,Telfort,1
625,ADF0557,117,3.9,8206.092,4807.779993,3398.312007,270,692988.9336,198,KPN,1
626,ADF0530,2947,98.23,3969.3,2336.007163,1633.292837,67,1305606.714,90,Ben,1
627,ADF0514,197,6.57,1236.8496,306.8357033,930.0138967,6,300.4922,19,KPN,1
628,ADF0115,2826,94.2,4755.7128,2686.943667,2068.769133,13,723.5527,131,Telfort,1
629,ADF0465,100,3.33,675.36,234.858056,440.501944,25,336878.9902,3,TELE2,1
630,ADF1299,130,4.33,4939.74,3715.501885,1224.238115,5,46.3486,84,T-Mobile,0
631,ADF1131,1627,54.23,2513.592,1363.715056,1149.876944,8,80186.9229,97,TELE2,0
632,ADF1928,4854,161.8,22881.06,5980.094061,16900.96594,62,3441170.841,544,Ben,1
633,ADF1309,1693,56.43,5040.24,1225.961,3814.279,12,66257.3985,76,KPN,0
634,ADF0297,412,13.73,2003.94,743.5963185,1260.343681,1,4365315.423,5,TELE2,0
635,ADF0371,115,3.83,212.88,75.0555085,137.8244915,0,1079.5459,1,TELE2,1
636,ADF0052,4869,162.3,2400.0024,1321.261984,1078.740416,40,560.1455,38,Telfort,0
637,ADF1692,2100,70,4692.9,1461.865865,3231.034135,20,116751.5869,342,TELE2,1
638,ADF0308,2067,68.9,2541.66,1669.311493,872.3485072,136,3854.166,15,TELE2,0
639,ADF0385,929,30.97,257.34,67.79703394,189.5429661,24,21.0293,8,Ben,1
640,ADF1066,2604,86.8,1068.3264,759.997267,308.329133,0,7301016.503,22,KPN,0
641,ADF1843,4755,158.5,20038.272,2403.141022,17635.13098,12,1539880.571,782,T-Mobile,1
642,ADF1079,139,4.63,1367.172,645.6700364,721.5019636,3,1461620.516,17,Vodafone,0
643,ADF1689,187,6.23,4623.9864,3057.953445,1566.032955,2,44769.9404,333,Ben,1
644,ADF1237,802,26.73,3817.584,1667.001658,2150.582342,3,396481.9531,83,Vodafone,0
645,ADF1845,3683,122.77,23986.308,14775.54345,9210.764545,2,1848207.602,1115,Ben,1
646,ADF1425,3817,127.23,6252.24,3802.000564,2450.239436,10,326820.4102,393,TELE2,0
647,ADF1441,1374,45.8,6401.052,3698.977149,2702.074851,0,11526301.73,31,Vodafone,0
648,ADF0403,510,17,331.5,81.06418938,250.4358106,27,474528.2129,33,TELE2,1
649,ADF1616,2032,67.73,735.9,125.6025643,610.2974357,8,183047.1699,164,KPN,1
650,ADF1248,503,16.77,3985.836,634.7738884,3351.062112,0,1218030.941,691,TELE2,0
651,ADF1161,3795,126.5,2867.688,1644.996319,1222.691681,8,204696.3447,96,Telfort,0
652,ADF0635,240,8,7541.448,1634.301188,5907.146812,29,15313555.78,346,Vodafone,1
653,ADF0479,976,32.53,813.5688,77.07717242,736.4916276,22,28.6211,12,TELE2,1
654,ADF1393,1520,50.67,5834.28,4234.402043,1599.877957,10,1648876.463,267,Telfort,0
655,ADF0374,1244,41.47,234.588,145.6824951,88.90550493,11,458.4746,1,TELE2,1
656,ADF1970,2271,75.7,27853.98,19067.5262,8786.4538,5,0.7559,1470,T-Mobile,0
657,ADF1719,404,13.47,5692.356,3470.247896,2222.108104,17,1686.7334,168,Telfort,1
658,ADF1673,833,27.77,4022.5896,2337.976574,1684.613026,42,14946.8125,74,Vodafone,1
659,ADF1096,223,7.43,1805.628,531.6294193,1273.998581,0,59700.0996,14,KPN,0
660,ADF1081,2323,77.43,1390.92,395.0099851,995.9100149,68,19.0537,16,KPN,0
661,ADF1399,666,22.2,5883.1992,3808.297087,2074.902113,48,1674835.019,99,KPN,0
662,ADF1156,104,3.47,2823.96,1398.999169,1424.960831,0,118357.4561,109,Telfort,0
663,ADF1154,108,3.6,2805.42,1984.674915,820.7450851,0,148574.2373,60,KPN,0
664,ADF1614,360,12,694.2312,267.68798,426.54322,0,1639.8564,481,KPN,1
665,ADF1109,3019,100.63,2126.2344,249.9844541,1876.249946,9,157332.0869,141,Vodafone,0
666,ADF0324,1827,60.9,3480.54,2107.556863,1372.983137,0,9873736.892,3,TELE2,0
667,ADF1086,2248,74.93,1540.14,489.181134,1050.958866,16,4795.3906,69,KPN,0
668,ADF1595,1603,53.43,509.88,355.3203599,154.5596401,18,36.0762,146,TELE2,1
669,ADF0305,931,31.03,2438.28,1486.23719,952.0428096,2,4314.3526,20,T-Mobile,0
670,ADF1511,145,4.83,7378.2096,5835.647085,1542.562515,71,1904637.535,122,TELE2,0
671,ADF1828,2684,89.47,13252.2,3948.477916,9303.722084,24,3999986.088,12,KPN,1
672,ADF1046,1354,45.13,653.0784,188.6817578,464.3966422,0,0.1172,41,Telfort,0
673,ADF1287,240,8,4769.2968,3086.754463,1682.542337,13,325849.4277,136,T-Mobile,0
674,ADF1717,4118,137.27,5646.36,2123.296955,3523.063045,0,401235.039,645,KPN,1
675,ADF1929,3836,127.87,146632.98,18808.54306,127824.4369,665,1737078.813,678,Ben,1
676,ADF1723,1490,49.67,5813.8704,1331.914363,4481.956037,22,72254.877,130,KPN,1
677,ADF0345,106,3.53,46.62,17.07723149,29.54276851,0,899.877,1,TELE2,1
678,ADF1814,2490,83,10762.56,2207.092244,8555.467756,69,1336272.676,177,NA,1
679,ADF1790,240,8,8303.5464,2691.365753,5612.180647,148,39738.3574,207,TELE2,1
680,ADF1274,1628,54.27,4379.976,2184.564672,2195.411328,22,48.2852,157,Vodafone,0
681,ADF1143,3701,123.37,2652.5064,1715.957564,936.5488355,2,292.5508,165,Ben,0
682,ADF1688,1221,40.7,4614.4104,966.7938197,3647.61658,13,1609946.444,523,Vodafone,1
683,ADF1594,407,13.57,487.7256,88.35020713,399.3753929,20,39.8291,17,TELE2,1
684,ADF0421,1330,44.33,363.0216,145.5978643,217.4237357,0,9527230.541,14,TELE2,1
685,ADF0548,363,12.1,6583.2024,2831.923671,3751.278729,84,459614.2197,415,Vodafone,1
686,ADF0522,3721,124.03,1288.08,811.9451359,476.1348641,46,359042.4961,58,TELE2,1
687,ADF1412,3419,113.97,6030.66,1854.874985,4175.785015,0,4884453.493,170,T-Mobile,0
688,ADF0348,103,3.43,89.832,37.41545032,52.41654968,0,8.2959,2,TELE2,1
689,ADF0313,117,3.9,2855.8224,1478.876237,1376.946163,81,4282439.772,28,Telfort,0
690,ADF0294,215,7.17,1896.36,314.801375,1581.558625,12,20587154.08,3,TELE2,0
691,ADF0413,3669,122.3,344.22,79.385024,264.834976,33,44.168,6,Vodafone,1
692,ADF1375,2492,83.07,5666.76,3161.642095,2505.117905,0,1218412.512,353,TELE2,0
693,ADF1552,3441,114.7,96.732,27.72132196,69.01067804,2,271.1836,13,KPN,1
694,ADF1060,112,3.73,1025.1984,781.8306238,243.3677762,2,435072.4121,44,Ben,0
695,ADF1452,2829,94.3,6551.34,5652.202755,899.1372449,1,1875860.98,507,KPN,0
696,ADF0314,1845,61.5,2858.64,1874.670283,983.9697166,20,86713.3955,5,TELE2,0
697,ADF1750,741,24.7,6658.08,1095.170963,5562.909037,74,2030722.286,687,Vodafone,1
698,ADF0598,1073,35.77,7034.0472,2085.744655,4948.302545,24,32489.2959,166,Ben,0
699,ADF0508,112,3.73,1172.232,208.1322297,964.0997703,0,1015036.084,13,Ben,1
700,ADF1410,2615,87.17,5988.54,1536.321397,4452.218603,12,1581541.407,554,KPN,0
701,ADF0312,769,25.63,2786.16,1836.050997,950.109003,4,5232139.294,38,Vodafone,0
702,ADF0336,433,14.43,6332.796,4414.335195,1918.460805,0,233628.2148,317,TELE2,0
703,ADF1396,143,4.77,5843.7984,1552.696104,4291.102296,22,920871.0674,421,Vodafone,0
704,ADF1406,225,7.5,5980.14,3219.120637,2761.019363,12,79458.5771,240,T-Mobile,0
705,ADF1582,174,5.8,394.62,71.87218618,322.7478138,11,22041.8564,16,TELE2,1
706,ADF0540,337,11.23,5301.3432,1517.108951,3784.234249,59,1794729.694,122,Vodafone,1
707,ADF1980,1307,43.57,851.028,518.574171,332.453829,0,882.1299,24,Vodafone,1
708,ADF1449,215,7.17,6495.3,4631.857126,1863.442874,6,3181991.859,813,KPN,0
709,ADF0428,197,6.57,387.048,30.55726821,356.4907318,24,334.6318,4,TELE2,1
710,ADF0430,2856,95.2,397.392,85.8262629,311.5657371,15,502.3643,24,KPN,1
711,ADF1751,3188,106.27,6722.9472,293.3239814,6429.623219,21,363669.5761,934,Vodafone,1
712,ADF0102,1319,-221,3776.58,2059.116122,1717.463878,1,6246910.872,72,Vodafone,1
713,ADF1469,1438,47.93,6807.276,1728.675222,5078.600778,28,5869747.645,51,TELE2,0
714,ADF0446,104,3.47,480.72,152.1837164,328.5362836,0,1667697.537,11,Vodafone,1
715,ADF0114,1388,46.27,4682.8608,1447.714179,3235.146621,77,13467.8398,76,Ben,1
716,ADF0584,631,21.03,2195.6448,1605.797667,589.8471331,132,3084.3545,33,Ben,0
717,ADF1366,2848,94.93,5521.26,2127.832225,3393.427775,7,2835940.224,531,Ben,0
718,ADF0419,109,3.63,361.908,12.21619206,349.6918079,18,21729.6387,3,Ben,1
719,ADF1487,1335,44.5,7032.936,4597.262642,2435.673358,1,1446.125,207,Telfort,0
720,ADF1985,1361,45.37,1225.8768,754.2941468,471.5826532,28,1.1426,36,Telfort,1
721,ADF1480,1872,62.4,6928.812,3431.183284,3497.628716,12,27260.4551,539,Vodafone,0
722,ADF1563,2381,79.37,206.46,83.5171499,122.9428501,7,546.4785,12,KPN,1
723,ADF0082,2464,82.13,533.892,107.68941,426.20259,27,2.8633,4,Vodafone,1
724,ADF2000,2308,76.93,2891.4,1173.221604,1718.178396,0,620515.1875,3,,0
725,ADF1503,5349,178.3,7281.3024,2437.007145,4844.295255,9,151202.7188,379,KPN,0
726,ADF1318,2194,73.13,5196.1128,1413.740503,3782.372297,82,64.7021,345,KPN,0
727,ADF0439,105,3.5,452.4,149.8330319,302.5669681,10,2401224.12,22,KPN,1
728,ADF1886,829,27.63,4669.3584,3223.337939,1446.020461,9,392048.3506,12,Telfort,0
729,ADF1203,770,25.67,3300.432,933.2291501,2367.20285,8,52776.748,182,TELE2,0
730,ADF0131,1914,63.8,9556.32,3835.748613,5720.571387,23,11.6113,375,Ben,1
731,ADF0038,117,3.9,298.02,178.2977322,119.7222678,0,6941.0615,1,Vodafone,0
732,ADF0440,119,3.97,454.416,60.46104008,393.9549599,0,355209.9775,5,Vodafone,1
733,ADF0319,2539,84.63,3035.28,1002.247992,2033.032008,9,3.6846,1156,0,0
734,ADF0488,1232,41.07,871.98,580.071386,291.908614,0,2051331.76,4,TELE2,1
735,ADF1459,1618,53.93,6666.48,1895.277228,4771.202772,14,1403.2412,290,Vodafone,0
736,ADF1284,385,12.83,4535.724,3273.558063,1262.165937,0,8305154.895,5,KPN,0
737,ADF0496,1628,54.27,981.324,565.9078979,415.4161021,20,11338.4248,24,Ben,1
738,ADF0277,3804,126.8,1383.18,787.8093341,595.3706659,12,312.6758,41,TELE2,0
739,ADF1271,143,4.77,4331.628,2972.25638,1359.37162,48,0.8584,225,KPN,0
740,ADF1684,2028,67.6,4539.3048,2255.632104,2283.672696,22,75684.2656,191,Vodafone,1
741,ADF0101,1364,45.47,1352.7528,666.7309715,686.0218285,20,27652.7637,27,Vodafone,1
742,ADF1538,3920,130.67,23467.8,15579.72091,7888.079092,54,29129.9268,1807,Telfort,0
743,ADF1732,3614,120.47,5930.832,2033.586086,3897.245914,13,1586000.986,54,Telfort,1
744,ADF1089,1159,38.63,1680.756,906.6882155,774.0677845,2,13.1885,28,Ben,0
745,ADF0118,3274,109.13,6111.048,1988.624461,4122.423539,147,6639.9375,141,KPN,1
746,ADF1713,2161,72.03,5533.7904,992.5519314,4541.238469,9,6862866.961,260,KPN,1
747,ADF1355,149,4.97,5467.7904,3046.29729,2421.49311,135,13956.0303,226,TELE2,0
748,ADF1388,4792,159.73,5779.98,2148.13155,3631.84845,2,1268950.891,571,T-Mobile,0
749,ADF1307,130,4.33,5029.608,4008.032301,1021.575699,6,12358480.18,304,Vodafone,0
750,ADF1926,944,31.47,17641.08,6327.984891,11313.09511,169,143.9502,708,Vodafone,1
751,ADF1560,588,19.6,195.144,110.2909642,84.85303584,12,1018.0488,4,KPN,1
752,ADF1619,1316,43.87,766.74,262.108334,504.631666,43,669.8418,9,KPN,1
753,ADF0627,2087,69.57,4270.5624,2853.835342,1416.727058,33,221.0459,112,0,1
754,ADF0591,1239,41.3,4117.788,1747.619555,2370.168445,23,1322.0596,75,Telfort,0
755,ADF0607,198,6.6,423.168,313.1100548,110.0579452,27,222280.8135,37,KPN,1
756,ADF1841,2392,79.73,19020.84,12079.60922,6941.230781,5,8041.1484,353,0,1
757,ADF1718,1531,51.03,5667.4872,1553.449972,4114.037228,86,201623.1035,252,KPN,1
758,ADF1605,346,11.53,598.56,159.9874242,438.5725758,18,120.5049,28,KPN,1
759,ADF1260,2054,68.47,4147.26,2435.762879,1711.497121,0,306773.4971,317,KPN,0
760,ADF1687,304,10.13,4605.84,2960.557808,1645.282192,27,896054.166,279,T-Mobile,1
761,ADF0523,1505,50.17,1306.5,362.9203094,943.5796906,14,357537.4287,3,Vodafone,1
762,ADF1788,2541,84.7,8239.92,2537.660944,5702.259056,44,1696497.013,427,Vodafone,1
763,ADF1479,3097,103.23,6913.98,4567.862704,2346.117296,16,124973.1816,510,KPN,0
764,ADF1457,2147,71.57,6632.58,3587.160998,3045.419002,0,265478.4893,332,Vodafone,0
765,ADF1421,3744,124.8,6160.788,4151.447804,2009.340196,2,355.0362,1253,TELE2,0
766,ADF1995,161,5.37,6655.188,2810.673278,3844.514722,23,978.1816,385,T-Mobile,1
767,ADF1544,2713,90.43,35876.472,28054.85922,7821.612779,48,83449734.18,1127,KPN,0
768,ADF0067,2898,96.6,5891.1,3827.468921,2063.631079,0,43002.6015,87,Vodafone,0
769,ADF0592,571,19.03,4168.752,2231.147117,1937.604883,5,43008956.74,17,Vodafone,0
770,ADF1059,3738,124.6,1022.64,92.35950436,930.2804956,0,8602.2959,17,Vodafone,0
771,ADF0389,590,19.67,260.052,167.6364229,92.41557709,30,139.3408,3,TELE2,1
772,ADF0538,343,11.43,4951.356,328.7701408,4622.585859,26,965185.4366,45,KPN,1
773,ADF1851,1196,39.87,34000.9248,11854.82083,22146.10397,0,3235063.165,659,Vodafone,1
774,ADF1766,3711,123.7,7422.9,3969.83073,3453.06927,20,194094.8203,128,Vodafone,1
775,ADF1578,554,18.47,364.26,241.0092248,123.2507752,29,3391.0479,2,KPN,1
776,ADF0632,1410,47,6896.8824,4831.858163,2065.024237,25,1442.4326,339,Ben,1
777,ADF1088,114,3.8,1636.02,227.461505,1408.558495,58,24673.2725,60,T-Mobile,0
778,ADF1136,2316,77.2,2559.768,455.2450181,2104.522982,0,287544.4825,36,TELE2,0
779,ADF0054,2241,74.7,2575.5,1963.28216,612.2178401,23,26957.125,36,KPN,0
780,ADF0275,805,26.83,1322.7,517.1707611,805.5292389,8,179821.1963,42,TELE2,0
781,ADF0106,189,6.3,3899.16,2465.146024,1434.013976,11,64,281,Vodafone,1
782,ADF1494,2116,70.53,7126.4376,4187.071371,2939.366229,18,25908963.2,102,Telfort,0
783,ADF1660,4047,134.9,1266.504,354.1370057,912.3669943,33,3122.2002,265,Vodafone,1
784,ADF0315,3671,122.37,2861.82,602.1084858,2259.711514,19,466197.4561,21,T-Mobile,0
785,ADF1243,2667,88.9,3896.748,2292.265422,1604.482578,26,1767.665,400,KPN,0
786,ADF0355,446,14.87,120.18,14.55617082,105.6238292,7,29.0898,5,TELE2,1
787,ADF1839,211,7.03,17046.96,11475.70979,5571.250211,36,1032632.521,714,Ben,1
788,ADF1672,3850,128.33,3902.5848,527.0838007,3375.500999,14,19.5117,122,Ben,1
789,ADF1099,3762,125.4,1904.172,180.1383555,1724.033645,1,800.7617,53,T-Mobile,0
790,ADF1482,158,5.27,6986.2032,1521.212452,5464.990748,27,14264167.72,139,KPN,0
791,ADF0626,238,7.93,4245.8112,1003.806074,3242.005126,22,85675.5967,75,Ben,1
792,ADF1200,1003,33.43,3263.6784,2451.980439,811.6979612,4,21058.7041,122,Ben,0
793,ADF0457,1499,49.97,598.68,336.5378783,262.1421217,0,105437.749,8,TELE2,1
794,ADF1958,904,30.13,1990.548,1311.744662,678.8033382,1,545301.8906,4,KPN,0
795,ADF1126,1202,40.07,2454.648,1193.671468,1260.976532,123,1549688.659,173,TELE2,0
796,ADF1792,2073,69.1,8424.8976,1626.022357,6798.875243,174,2531.7246,389,Vodafone,1
797,ADF1698,1266,42.2,4916.964,509.1494075,4407.814592,52,105176.2051,273,Ben,1
798,ADF1465,3298,109.93,6755.46,4877.904167,1877.555833,167,39512.8291,255,T-Mobile,0
799,ADF1129,993,33.1,2487.732,799.9576617,1687.774338,5,12065888.21,63,TELE2,0
800,ADF1034,1343,44.77,290.0976,217.2230617,72.87453827,0,4568.6416,5,Ben,0
801,ADF1813,2471,82.37,10662.54,3615.759546,7046.780454,6,385583.7412,1090,T-Mobile,1
802,ADF1137,814,27.13,2565.36,1970.380404,594.9795962,16,12.8691,107,Ben,0
803,ADF1175,1383,46.1,3019.9104,606.1933816,2413.717018,24,955695.5263,53,T-Mobile,0
804,ADF0484,110,3.67,847.1328,161.6382645,685.4945355,40,1212.2646,22,KPN,1
805,ADF1467,4131,137.7,6780.18,4360.283551,2419.896449,12,1759968.18,1002,Telfort,0
806,ADF0269,204,6.8,977.6064,115.7851705,861.8212295,10,581798.6514,9,TELE2,0
807,ADF1847,668,22.27,28319.28,8768.335083,19550.94492,2,824864.7744,1578,Vodafone,1
808,ADF1308,595,19.83,5037.4344,1793.001635,3244.432765,74,229.4463,102,KPN,0
809,ADF0264,960,32,750.9,549.1468905,201.7531095,2,12096.7159,22,KPN,0
810,ADF0129,1813,60.43,8465.208,4522.751025,3942.456975,14,4691.7998,244,T-Mobile,1
811,ADF0499,224,7.47,1003.692,183.4881633,820.2038367,16,163534.6055,12,TELE2,1
812,ADF1840,1119,37.3,18744.4296,12182.61789,6561.811709,4,26.1445,787,TELE2,1
813,ADF0459,441,14.7,612.096,117.7458991,494.3501009,0,3741303.069,2,TELE2,1
814,ADF1601,3623,120.77,527.724,231.6404818,296.0835182,22,182.4531,190,TELE2,1
815,ADF1178,4229,140.97,3065.8248,1113.072552,1952.752248,9,1710288.004,687,Vodafone,0
816,ADF1768,1243,41.43,7537.5,2783.038415,4754.461585,219,16262.5264,84,TELE2,1
817,ADF1650,3621,120.7,1153.14,452.0025908,701.1374092,47,2185.9815,375,KPN,1
818,ADF0088,1092,36.4,812.2944,172.2212572,640.0731428,2,365237.5078,11,Vodafone,1
819,ADF1885,493,16.43,4502.7192,3402.420237,1100.298963,8,2396710.231,46,KPN,0
820,ADF0370,579,19.3,204.552,135.0309739,69.52102614,17,8.9033,5,TELE2,1
821,ADF0079,115,3.83,373.512,79.61025765,293.9017424,7,201352.709,13,Vodafone,1
822,ADF1881,227,7.57,1399.38,507.7904133,891.5895867,0,7035971.41,18,T-Mobile,0
823,ADF1781,508,16.93,8073.06,3492.239211,4580.820789,10,16627649.24,415,TELE2,1
824,ADF1184,132,4.4,3108.084,2353.855294,754.2287064,28,15342.9931,105,Ben,0
825,ADF0637,284,9.47,9057.12,3216.565161,5840.554839,70,13476288.06,104,Telfort,1
826,ADF1669,288,9.6,3789.204,2006.928339,1782.275661,66,95146.5557,172,T-Mobile,1
827,ADF1456,3686,122.87,6612.4008,3667.444133,2944.956667,20,382804.5332,99,TELE2,0
828,ADF1300,3670,122.33,4947.12,3612.192156,1334.927844,42,15660515.58,220,TELE2,0
829,ADF1241,248,8.27,3863.3112,2630.738505,1232.572695,14,230.1465,263,Vodafone,0
830,ADF0343,226,7.53,7290.8496,5467.168491,1823.681109,87,897415.3671,60,KPN,0
831,ADF1403,127,4.23,5937.06,3600.134755,2336.925245,0,98.3516,183,Ben,0
832,ADF1265,108,3.6,4246.4448,3265.799648,980.6451521,57,200597.3955,88,Vodafone,0
833,ADF1625,123,4.1,792.108,190.6681807,601.4398193,5,0.5215,24,KPN,1
834,ADF1736,256,8.53,6081.516,1335.543536,4745.972464,22,1.0273,601,KPN,1
835,ADF1735,658,21.93,6042.7152,1941.508098,4101.207102,26,63.0967,149,KPN,1
836,ADF1992,150,5,5199.576,1971.508323,3228.067677,59,12076.6484,117,T-Mobile,1
837,ADF0461,123,4.1,625.4448,222.5055982,402.9392018,2,7017161.825,6,TELE2,1
838,ADF0604,617,20.57,375.492,128.3108511,247.1811489,30,87.2539,11,Ben,1
839,ADF0549,784,26.13,6823.2024,866.1041353,5957.098265,10,9725620.331,112,TELE2,1
840,ADF0278,1751,58.37,1403.712,1004.911171,398.8008288,13,38616.0938,45,Telfort,0
841,ADF0533,159,5.3,4097.832,1135.862173,2961.969827,18,5030090.153,5,TELE2,1
842,ADF0537,2932,97.73,4910.22,2875.821532,2034.398468,43,138.1816,111,0,1
843,ADF1598,340,11.33,520.176,174.6013183,345.5746817,21,390.208,9,Vodafone,1
844,ADF0330,3713,123.77,4356.84,3113.371147,1243.468853,2,13224193.42,38,TELE2,0
845,ADF1124,306,10.2,2397.1488,1292.515842,1104.632958,2,307292.1416,116,Ben,0
846,ADF1518,464,15.47,7491.0624,2707.294729,4783.767671,14,1091314.839,489,Vodafone,0
847,ADF0267,1236,41.2,871.98,483.8604748,388.1195252,0,2051331.76,4,TELE2,0
848,ADF1045,139,4.63,636.72,347.4860653,289.2339347,2,324231.1182,18,KPN,0
849,ADF0271,137,4.57,1077.24,243.7244959,833.5155041,0,714382.6855,22,TELE2,0
850,ADF1618,2083,69.43,761.508,78.00203611,683.5059639,0,0.1016,229,Vodafone,1
851,ADF1401,2966,98.87,5912.46,3714.295293,2198.164707,16,2013456.623,174,Vodafone,0
852,ADF1213,121,4.03,3436.14,2685.999082,750.140918,53,448454.5781,107,0,0
853,ADF1199,124,4.13,3261.348,2265.59775,995.7502497,0,13584969.15,38,KPN,0
854,ADF0364,617,20.57,162.828,19.53449768,143.2935023,8,43513.3242,2,TELE2,1
855,ADF1347,3689,122.97,5405.88,1699.146307,3706.733693,0,73951.0078,723,Telfort,0
856,ADF1697,1356,45.2,4874.76,1099.30736,3775.45264,21,710844.2266,82,TELE2,1
857,ADF1354,258,8.6,5466.78,1954.7962,3511.9838,119,6.1348,247,Vodafone,0
858,ADF1351,143,4.77,5442.96,3459.359803,1983.600197,2,146024.5683,60,T-Mobile,0
859,ADF0528,594,19.8,3939.024,885.8650447,3053.158955,314,25.2627,78,Vodafone,1
860,ADF0475,1443,48.1,769.02,186.5373109,582.4826891,5,636754.415,12,KPN,1
861,ADF0519,471,15.7,1276.008,405.9768039,870.0311961,14,435252.5381,2,TELE2,1
862,ADF0409,3675,122.5,338.0544,51.07920969,286.9751903,38,21.126,2,TELE2,1
863,ADF1084,142,4.73,1449.528,996.8424781,452.6855219,0,10972.0264,37,Telfort,0
864,ADF0138,214,7.13,28041.372,10302.59497,17738.77703,181,3111037.6,144,Ben,1
865,ADF1898,1096,36.53,476.1288,174.2399376,301.8888624,7,1236.8262,5,KPN,1
866,ADF0254,1585,52.83,29.46,0.541043643,28.91895636,0,25706.25,5,TELE2,0
