"","Customer.ID","Customer.Age","Customer.Municipality","Latitude","Longitude","Province","LoginsSite.Last.Month","LoginsSite.Last.6Months","EndSubscription","Total.Call.centre.complaint.calls"
"521","ADF0500",26,"Enschede","52.2215372"," 6.8936619","Overijssel",7,11,2019-07-02,1
"522","ADF1460",86,"Tiel","51.8876176"," 5.4278765","Gelderland",6,13,2019-02-15,1
"523","ADF1395",52,"Vlieland","53.2501844"," 4.9514271","Friesland",8,12,2019-05-15,3
"524","ADF1054",44,"Drimmelen","51.7085524"," 4.8034905","Noord-Brabant",7,14,2019-03-10,1
"525","ADF1977",54,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",7,10,2019-05-30,2
"526","ADF1098",39,"Heusden","51.7330040"," 5.1382786","Noord-Brabant",6,11,2019-01-27,1
"527","ADF1759",61,"Groningen","53.2193835"," 6.5665017","Groningen",8,11,2019-06-11,2
"528","ADF1882",47,"Ede","52.0401675"," 5.6648594","Gelderland",7,11,2019-05-02,1
"529","ADF1667",55,"Pijnacker-Nootdorp","52.0126985"," 4.4273555","Zuid-Holland",3,13,2019-06-11,1
"530","ADF1483",41,"Zutphen","52.1427360"," 6.1960584","Gelderland",6,14,2019-04-30,1
"531","ADF0451",42,"Almere","52.3507849"," 5.2647016","Flevoland",5,13,2019-05-07,2
"532","ADF1339",61,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",7,14,2019-02-07,1
"533","ADF1743",53,"Delft","52.0115769"," 4.3570677","Zuid-Holland",5,14,2019-01-19,1
"534","ADF1082",83,"Almere","52.3507849"," 5.2647016","Flevoland",8,17,2019-05-31,1
"535","ADF1666",84,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,13,2019-06-14,2
"536","ADF0310",62,"Oud-Beijerland","51.8189297"," 4.4272362","Zuid-Holland",5,11,2019-06-08,1
"537","ADF1358",55,"Roerdalen","51.1391665"," 6.0342695","Limburg",6,10,2019-03-28,1
"538","ADF1028",38,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",5,10,2019-04-29,2
"539","ADF1542",68,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,8,2019-06-04,2
"540","ADF1683",66,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,13,2019-04-30,1
"541","ADF1227",39,"Eersel","51.3578078"," 5.3159125","Noord-Brabant",5,13,2018-12-23,11
"542","ADF0062",70,"Best","51.5077637"," 5.3978482","Noord-Brabant",6,12,2019-04-05,1
"543","ADF1709",91,"Lochem","52.1614115"," 6.4155986","Gelderland",8,10,2019-02-28,1
"544","ADF1402",69,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,13,2019-01-31,1
"545","ADF1077",35,"Renkum","51.9829826"," 5.7399780","Gelderland",5,10,2019-05-30,1
"546","ADF1052",19,"Wageningen","51.9691868"," 5.6653948","Gelderland",4,8,2019-01-27,6
"547","ADF1198",72,"Hof van Twente","52.2414268"," 6.5915549","Overijssel",3,12,2019-01-12,5
"548","ADF0450",76,"Brunssum","50.9488959"," 5.9721662","Limburg",3,13,2019-06-29,2
"549","ADF0109",61,"Midden-Drenthe","52.8611037"," 6.5123042","Drenthe",3,13,2019-04-28,1
"550","ADF1255",64,"Rucphen","51.5335666"," 4.5603199","Noord-Brabant",6,17,2019-05-29,4
"551","ADF0043",50,"Vlissingen","51.4536672"," 3.5709125","Zeeland",7,12,2019-03-03,1
"552","ADF1223",25,"Pijnacker-Nootdorp","52.0126985"," 4.4273555","Zuid-Holland",5,11,2019-03-21,1
"553","ADF1463",42,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,14,2019-06-05,2
"554","ADF0126",25,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",3,13,2019-09-25,1
"555","ADF1225",50,"Oisterwijk","51.5654243"," 5.2030282","Noord-Brabant",8,12,2019-05-18,1
"556","ADF0432",65,"Stichtse Vecht","52.1420550"," 5.0394220","Utrecht",8,13,2019-06-03,1
"557","ADF1778",24,"Veere","51.5482937"," 3.6660061","Zeeland",8,11,2019-06-24,1
"558","ADF0448",50,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",7,12,2019-07-07,2
"559","ADF1144",44,"Urk","52.6630533"," 5.5989465","Flevoland",5,12,2019-04-15,1
"560","ADF1387",70,"Werkendam","51.8081653"," 4.8918480","Noord-Brabant",4,18,2019-05-28,4
"561","ADF1556",73,"Waterland","52.4470499"," 5.0154751","Noord-Holland",5,16,2019-03-21,3
"562","ADF0046",70,"Vlissingen","51.4536672"," 3.5709125","Zeeland",4,16,2019-03-14,1
"563","ADF1485",27,"Heerenveen","52.9605613"," 5.9205217","Friesland",6,11,2019-04-25,9
"564","ADF1903",57,"Leeuwarden","53.2012334"," 5.7999133","Friesland",2,13,2019-03-04,1
"565","ADF1269",39,"Waddinxveen","52.0312972"," 4.6591318","Zuid-Holland",7,13,2018-12-05,4
"566","ADF1461",72,"Zwijndrecht","51.8105978"," 4.6272719","Zuid-Holland",9,14,2019-02-08,1
"567","ADF1468",42,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",4,13,2019-05-25,1
"568","ADF1956",63,"Venlo","51.3703748"," 6.1724031","Limburg",8,12,2019-07-04,1
"569","ADF1976",68,"Ede","52.0401675"," 5.6648594","Gelderland",1,16,2019-04-11,1
"570","ADF0089",67,"Haarlem","52.3873878"," 4.6462194","Noord-Holland",8,9,2019-03-18,1
"571","ADF1102",95,"Utrecht","52.0907374"," 5.1214201","Utrecht",3,12,2019-06-24,2
"572","ADF1139",48,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,11,2019-02-21,3
"573","ADF1622",42,"Dalfsen","52.5077550"," 6.2596670","Overijssel",8,13,2019-04-24,5
"574","ADF1964",58,"'s-Hertogenbosch","51.6978162"," 5.3036748","Noord-Brabant",7,12,2019-05-27,1
"575","ADF1836",18,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",2,11,2019-03-08,2
"576","ADF0090",96,"Eersel","51.3578078"," 5.3159125","Noord-Brabant",7,12,2019-02-24,2
"577","ADF0100",25,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",4,7,2019-07-23,1
"578","ADF1057",59,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,17,2019-03-18,1
"579","ADF0520",65,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,13,2019-01-27,2
"580","ADF1558",91,"Venlo","51.3703748"," 6.1724031","Limburg",5,11,2019-05-21,1
"581","ADF1574",31,"Vlissingen","51.4536672"," 3.5709125","Zeeland",6,13,2019-05-05,1
"582","ADF0306",30,"Roosendaal","51.5358490"," 4.4653213","Noord-Brabant",3,13,2019-04-28,1
"583","ADF1916",26,"Hulst","51.2761050"," 4.0512360","Zeeland",8,13,2019-05-10,2
"584","ADF1635",46,"Almelo","52.3670267"," 6.6684919","Overijssel",5,15,2019-03-08,1
"585","ADF0515",83,"Loon op Zand","51.6270137"," 5.0720086","Noord-Brabant",7,11,2019-03-14,1
"586","ADF1071",36,"Amstelveen","52.3114207"," 4.8700870","Noord-Holland",4,11,2019-06-17,1
"587","ADF0504",58,"Oosterhout","51.6410202"," 4.8616901","Noord-Brabant",7,11,2019-04-14,1
"588","ADF1597",40,"Purmerend","52.5143815"," 4.9640611","Noord-Holland",1,17,2019-03-17,1
"589","ADF0610",79,"Woudenberg","52.0821751"," 5.4265952","Utrecht",8,10,2019-05-05,1
"590","ADF1210",19,"Amersfoort","52.1561113"," 5.3878266","Utrecht",6,12,2019-04-19,1
"591","ADF1484",59,"Barneveld","52.1401901"," 5.5841509","Gelderland",4,12,2019-04-10,3
"592","ADF0393",25,"Krimpen aan den IJssel","51.9143534"," 4.5962325","Zuid-Holland",5,7,2019-02-02,1
"593","ADF1959",29,"Amstelveen","52.3114207"," 4.8700870","Noord-Holland",6,15,2019-04-13,2
"594","ADF1583",19,"Hilvarenbeek","51.4856827"," 5.1384062","Noord-Brabant",9,14,2019-07-05,2
"595","ADF0040",74,"Arnhem","51.9851034"," 5.8987296","Gelderland",5,10,2019-06-20,2
"596","ADF0094",35,"Wierden","52.3582599"," 6.5938730","Overijssel",6,8,2019-07-05,6
"597","ADF1891",50,"Utrecht","52.0907374"," 5.1214201","Utrecht",6,12,2019-02-17,1
"598","ADF0284",78,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,12,2019-03-14,1
"599","ADF1182",75,"Nijkerk","52.2224835"," 5.4835625","Gelderland",7,12,2019-04-03,1
"600","ADF1170",94,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,12,2018-11-22,2
"601","ADF1979",23,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",7,8,2019-07-02,1
"602","ADF1328",79,"Culemborg","51.9561076"," 5.2400448","Gelderland",7,14,2018-12-07,2
"603","ADF1117",41,"Cuijk","51.7289266"," 5.8792090","Noord-Brabant",1,15,2019-02-07,1
"604","ADF0119",29,"Overbetuwe","51.9327749"," 5.7814647","Gelderland",5,9,2019-05-14,6
"605","ADF1341",63,"Delft","52.0115769"," 4.3570677","Zuid-Holland",5,9,2019-05-29,1
"606","ADF1805",24,"Aalburg","51.7512940"," 5.0570848","Noord-Brabant",9,11,2019-04-05,2
"607","ADF1550",46,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,13,2019-05-31,3
"608","ADF1548",85,"Barneveld","52.1401901"," 5.5841509","Gelderland",3,11,2018-12-14,2
"609","ADF1681",55,"Hellendoorn","52.3870446"," 6.4542947","Overijssel",12,12,2019-06-15,5
"610","ADF1815",46,"Meierijstad","51.6137038"," 5.5482128","Noord-Brabant",2,13,2019-05-12,1
"611","ADF0318",43,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",5,12,2019-03-29,1
"612","ADF0400",65,"Lelystad","52.5185370"," 5.4714220","Flevoland",7,15,2019-04-18,1
"613","ADF0493",80,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",2,12,2019-03-17,1
"614","ADF1896",51,"Borger-Odoorn","52.9296213"," 6.7925791","Drenthe",6,7,2019-05-23,1
"615","ADF0467",64,"'s-Hertogenbosch","51.6978162"," 5.3036748","Noord-Brabant",7,16,2019-05-21,1
"616","ADF0594",74,"Pijnacker-Nootdorp","52.0126985"," 4.4273555","Zuid-Holland",6,12,2019-06-01,1
"617","ADF1151",23,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",6,13,2019-04-25,1
"618","ADF1173",74,"Horst aan de Maas","51.4232255"," 6.0303174","Limburg",7,11,2019-04-27,4
"619","ADF1389",18,"Tietjerksteradeel","53.1760382"," 5.9786796","Friesland",6,11,2019-01-13,1
"620","ADF1428",29,"Arnhem","51.9851034"," 5.8987296","Gelderland",8,13,2019-06-21,1
"621","ADF1187",67,"Mill en Sint Hubert","51.6798065"," 5.7553811","Noord-Brabant",7,13,2019-01-26,1
"622","ADF0259",77,"Gooise Meren","52.3047615"," 5.1396990","Noord-Holland",4,11,2019-06-29,2
"623","ADF1524",62,"Delft","52.0115769"," 4.3570677","Zuid-Holland",4,11,2019-02-23,2
"624","ADF1674",35,"Grave","51.7590047"," 5.7385601","Noord-Brabant",3,11,2019-03-25,13
"625","ADF0557",48,"Kaag en Braassem","52.2041350"," 4.6313145","Zuid-Holland",6,8,2019-02-14,2
"626","ADF0530",29,"Utrecht","52.0907374"," 5.1214201","Utrecht",6,14,2019-03-24,1
"627","ADF0514",19,"'s-Hertogenbosch","51.6978162"," 5.3036748","Noord-Brabant",8,13,2019-01-16,21
"628","ADF0115",28,"Brielle","51.9025820"," 4.1636846","Zuid-Holland",5,10,2019-04-02,3
"629","ADF0465",36,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",5,10,2019-07-05,2
"630","ADF1299",50,"Woerden","52.0798287"," 4.8627239","Utrecht",5,12,2019-03-04,1
"631","ADF1131",63,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",3,12,2019-06-08,1
"632","ADF1928",22,"Medemblik","52.7674467"," 5.1069178","Noord-Holland",6,9,2019-05-15,1
"633","ADF1309",26,"Almere","52.3507849"," 5.2647016","Flevoland",5,12,2019-02-04,6
"634","ADF0297",65,"Pijnacker-Nootdorp","52.0126985"," 4.4273555","Zuid-Holland",5,11,2019-04-24,1
"635","ADF0371",57,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,12,2019-03-08,2
"636","ADF0052",91,"Hoorn","52.6423654"," 5.0602124","Noord-Holland",5,18,2019-06-29,5
"637","ADF1692",47,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",9,9,2019-04-28,1
"638","ADF0308",52,"Vaals","50.7732182"," 6.0112743","Limburg",6,12,2019-04-17,1
"639","ADF0385",65,"Roosendaal","51.5358490"," 4.4653213","Noord-Brabant",5,11,2019-05-16,1
"640","ADF1066",37,"Zutphen","52.1427360"," 6.1960584","Gelderland",5,9,2019-04-22,3
"641","ADF1843",19,"Kaag en Braassem","52.2041350"," 4.6313145","Zuid-Holland",6,13,2019-06-22,6
"642","ADF1079",67,"Horst aan de Maas","51.4232255"," 6.0303174","Limburg",6,14,2019-04-10,1
"643","ADF1689",53,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",9,12,2019-05-25,2
"644","ADF1237",27,"Veere","51.5482937"," 3.6660061","Zeeland",4,16,2019-03-09,1
"645","ADF1845",57,"Tholen","51.5332708"," 4.2162217","Zeeland",9,13,2019-02-24,2
"646","ADF1425",18,"Enschede","52.2215372"," 6.8936619","Overijssel",6,10,2019-01-25,1
"647","ADF1441",82,"Ten Boer","53.2758879"," 6.6925996","Groningen",3,14,2019-02-17,8
"648","ADF0403",29,"Ouder-Amstel","52.2859289"," 4.9133832","Noord-Holland",7,13,2019-05-17,1
"649","ADF1616",55,"Enschede","52.2215372"," 6.8936619","Overijssel",7,13,2019-02-20,2
"650","ADF1248",80,"Etten-Leur","51.5868855"," 4.6671384","Noord-Brabant",7,16,2019-03-08,2
"651","ADF1161",46,"Middelburg","51.4987962"," 3.6109980","Zeeland",8,13,2019-04-07,1
"652","ADF0635",49,"Uden","51.6631071"," 5.6239227","Noord-Brabant",5,13,2019-05-14,1
"653","ADF0479",53,"Blaricum","52.2726695"," 5.2480795","Noord-Holland",3,10,2019-07-09,1
"654","ADF1393",39,"Venlo","51.3703748"," 6.1724031","Limburg",5,14,2019-05-17,14
"655","ADF0374",27,"Woensdrecht","51.4292475"," 4.3047078","Noord-Brabant",5,9,2019-02-23,1
"656","ADF1970",54,"Loppersum","53.3321749"," 6.7479874","Groningen",4,14,2019-05-12,1
"657","ADF1719",39,"Culemborg","51.9561076"," 5.2400448","Gelderland",5,11,2019-04-24,1
"658","ADF1673",60,"Hoogeveen","52.7286158"," 6.4901002","Drenthe",7,10,2019-01-20,6
"659","ADF1096",83,"Hardenberg","52.5754084"," 6.6166947","Overijssel",5,10,2019-06-24,2
"660","ADF1081",24,"Hilvarenbeek","51.4856827"," 5.1384062","Noord-Brabant",7,11,2019-01-31,1
"661","ADF1399",39,"Zoetermeer","52.0606690"," 4.4940250","Zuid-Holland",4,13,2019-07-04,2
"662","ADF1156",27,"Heerhugowaard","52.6626770"," 4.8324767","Noord-Holland",6,14,2019-02-06,2
"663","ADF1154",73,"Zutphen","52.1427360"," 6.1960584","Gelderland",4,11,2019-03-20,2
"664","ADF1614",77,"Westland","51.9991757"," 4.2174570","Zuid-Holland",4,12,2019-02-22,1
"665","ADF1109",22,"Sittard-Geleen","51.0031681"," 5.8236706","Limburg",4,9,2019-04-07,1
"666","ADF0324",35,"Heerhugowaard","52.6626770"," 4.8324767","Noord-Holland",4,14,2019-06-13,2
"667","ADF1086",36,"Hoorn","52.6423654"," 5.0602124","Noord-Holland",5,11,2019-05-10,1
"668","ADF1595",47,"Sittard-Geleen","51.0031681"," 5.8236706","Limburg",6,9,2019-03-31,3
"669","ADF0305",32,"Roosendaal","51.5358490"," 4.4653213","Noord-Brabant",4,10,2019-03-03,1
"670","ADF1511",34,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",7,11,2019-04-25,1
"671","ADF1828",27,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,9,2019-06-27,1
"672","ADF1046",99,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",5,13,2019-02-27,1
"673","ADF1287",70,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",6,13,2019-05-18,1
"674","ADF1717",20,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,11,2019-06-26,2
"675","ADF1929",30,"Zeewolde","52.3311280"," 5.5404950","Flevoland",7,14,2019-07-10,10
"676","ADF1723",55,"Rhenen","51.9621397"," 5.5711155","Utrecht",7,12,2019-05-27,1
"677","ADF0345",79,"Tilburg","51.5605960"," 5.0919143","Noord-Brabant",10,14,2018-12-24,1
"678","ADF1814",58,"Almere","52.3507849"," 5.2647016","Flevoland",8,16,2019-05-20,3
"679","ADF1790",53,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",8,12,2019-02-19,1
"680","ADF1274",97,"Delft","52.0115769"," 4.3570677","Zuid-Holland",5,13,2019-04-03,1
"681","ADF1143",42,"Loon op Zand","51.6270137"," 5.0720086","Noord-Brabant",7,16,2018-12-25,1
"682","ADF1688",24,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",11,11,2019-05-05,1
"683","ADF1594",82,"Eindhoven","51.4416420"," 5.4697225","Noord-Brabant",5,12,2019-01-05,1
"684","ADF0421",54,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",8,11,2019-03-22,2
"685","ADF0548",26,"Vianen","51.9902756"," 5.1030332","Utrecht",4,12,2019-04-26,1
"686","ADF0522",38,"Ede","52.0401675"," 5.6648594","Gelderland",5,8,2019-06-29,1
"687","ADF1412",92,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",5,12,2019-05-18,2
"688","ADF0348",58,"Terneuzen","51.3322854"," 3.8324265","Zeeland",8,10,2019-05-22,1
"689","ADF0313",79,"Veldhoven","51.4176337"," 5.4060209","Noord-Brabant",9,13,2019-04-19,4
"690","ADF0294",61,"Tiel","51.8876176"," 5.4278765","Gelderland",5,15,2019-05-05,1
"691","ADF0413",62,"Westland","51.9991757"," 4.2174570","Zuid-Holland",12,11,2019-03-10,1
"692","ADF1375",44,"Hillegom","52.2956262"," 4.5791763","Zuid-Holland",7,11,2019-03-19,4
"693","ADF1552",34,"Laarbeek","51.5384467"," 5.6212732","Noord-Brabant",2,11,2019-02-24,1
"694","ADF1060",75,"Alphen aan den Rijn","52.1276577"," 4.6688508","Zuid-Holland",5,13,2019-09-27,1
"695","ADF1452",36,"Beverwijk","52.4869842"," 4.6574468","Noord-Holland",6,14,2019-05-05,1
"696","ADF0314",71,"Peel en Maas","51.3399185"," 6.0122977","Limburg",6,13,2019-03-19,1
"697","ADF1750",32,"Zwijndrecht","51.8105978"," 4.6272719","Zuid-Holland",4,10,2019-03-18,1
"698","ADF0598",27,"Bodegraven-Reeuwijk","52.0823259"," 4.7460844","Zuid-Holland",6,9,2019-01-31,1
"699","ADF0508",27,"Medemblik","52.7674467"," 5.1069178","Noord-Holland",5,10,2019-06-10,2
"700","ADF1410",22,"Zundert","51.4707015"," 4.6623558","Noord-Brabant",5,11,2019-01-04,1
"701","ADF0312",68,"Veere","51.5482937"," 3.6660061","Zeeland",5,12,2019-06-01,1
"702","ADF0336",46,"Assen","52.9927530"," 6.5642284","Drenthe",4,14,2019-04-12,2
"703","ADF1396",20,"Leeuwarden","53.2012334"," 5.7999133","Friesland",4,11,2019-03-03,1
"704","ADF1406",72,"Opsterland","53.0395418"," 6.1153198","Friesland",7,10,2019-01-17,2
"705","ADF1582",28,"Zutphen","52.1427360"," 6.1960584","Gelderland",7,12,2019-01-17,1
"706","ADF0540",74,"Zwijndrecht","51.8105978"," 4.6272719","Zuid-Holland",6,9,2019-02-28,1
"707","ADF1980",51,"Horst aan de Maas","51.4232255"," 6.0303174","Limburg",5,12,2019-04-18,1
"708","ADF1449",30,"Deventer","52.2660751"," 6.1552165","Overijssel",5,12,2019-05-08,1
"709","ADF0428",88,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",7,13,2019-02-27,1
"710","ADF0430",64,"Zevenaar","51.9294445"," 6.0769590","Gelderland",4,12,2019-04-22,1
"711","ADF1751",26,"Uden","51.6631071"," 5.6239227","Noord-Brabant",7,11,2019-04-25,1
"712","ADF0102",65,"Utrecht","52.0907374"," 5.1214201","Utrecht",9,10,2019-03-14,2
"713","ADF1469",56,"Westland","51.9991757"," 4.2174570","Zuid-Holland",6,10,2019-06-06,1
"714","ADF0446",52,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",2,10,2019-02-12,3
"715","ADF0114",73,"Scherpenzeel","52.0789297"," 5.4880645","Gelderland",8,9,2019-06-19,1
"716","ADF0584",53,"Beuningen","51.8597237"," 5.7691067","Gelderland",8,15,2019-09-04,1
"717","ADF1366",61,"Uithoorn","52.2446266"," 4.8317337","Noord-Holland",5,14,2019-06-18,1
"718","ADF0419",60,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",6,13,2019-05-25,1
"719","ADF1487",18,"Montferland","51.9196170"," 6.2463106","Gelderland",4,12,2019-03-16,1
"720","ADF1985",44,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",7,12,2019-05-20,1
"721","ADF1480",61,"Deventer","52.2660751"," 6.1552165","Overijssel",7,10,2019-03-27,1
"722","ADF1563",82,"Groningen","53.2193835"," 6.5665017","Groningen",4,13,2019-09-09,1
"723","ADF0082",68,"Binnenmaas","51.7961885"," 4.5481566","Zuid-Holland",5,11,2019-02-27,1
"724","ADF2000",32,"Wageningen","51.9691868"," 5.6653948","Gelderland",6,14,2019-03-05,1
"725","ADF1503",21,"Leidschendam-Voorburg","52.0877314"," 4.3993855","Zuid-Holland",5,14,2019-03-20,1
"726","ADF1318",41,"Maastricht","50.8513682"," 5.6909725","Limburg",2,13,2019-05-05,1
"727","ADF0439",19,"Schiedam","51.9169599"," 4.3988186","Zuid-Holland",8,10,2019-05-29,2
"728","ADF1886",32,"Duiven","51.9474576"," 6.0179496","Gelderland",5,13,2019-06-18,2
"729","ADF1203",49,"Hengelo","52.2574121"," 6.7927725","Overijssel",6,11,2019-03-05,1
"730","ADF0131",52,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",4,10,2019-04-10,1
"731","ADF0038",65,"Gulpen-Wittem","50.8009343"," 5.8972878","Limburg",4,13,2019-04-24,1
"732","ADF0440",29,"Brummen","52.0901666"," 6.1580145","Gelderland",9,9,2019-01-17,2
"733","ADF0319",70,"Zwolle","52.5167747"," 6.0830219","Overijssel",6,13,2019-02-07,1
"734","ADF0488",36,"Utrecht","52.0907374"," 5.1214201","Utrecht",11,12,2019-06-21,1
"735","ADF1459",29,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",8,11,2019-03-13,1
"736","ADF1284",68,"Groningen","53.2193835"," 6.5665017","Groningen",5,11,2019-03-19,1
"737","ADF0496",65,"Hengelo","52.2574121"," 6.7927725","Overijssel",7,10,2019-05-16,1
"738","ADF0277",69,"De Ronde Venen","52.2066804"," 4.8867728","Utrecht",5,11,2019-07-20,2
"739","ADF1271",20,"Almere","52.3507849"," 5.2647016","Flevoland",5,11,2019-05-19,1
"740","ADF1684",48,"Ede","52.0401675"," 5.6648594","Gelderland",7,13,2019-02-26,5
"741","ADF0101",32,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",9,12,2019-04-25,1
"742","ADF1538",87,"Beverwijk","52.4869842"," 4.6574468","Noord-Holland",7,14,2019-04-20,2
"743","ADF1732",58,"Zwijndrecht","51.8105978"," 4.6272719","Zuid-Holland",4,12,2019-05-15,7
"744","ADF1089",28,"Deventer","52.2660751"," 6.1552165","Overijssel",6,10,2019-04-19,1
"745","ADF0118",29,"Apeldoorn","52.2111570"," 5.9699231","Gelderland",7,8,2019-07-16,2
"746","ADF1713",83,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",2,15,2018-12-30,1
"747","ADF1355",45,"Strijen","51.7446835"," 4.5539197","Zuid-Holland",6,13,2018-12-11,1
"748","ADF1388",71,"Opsterland","53.0395418"," 6.1153198","Friesland",4,12,2019-03-29,1
"749","ADF1307",62,"Tynaarlo","53.1012834"," 6.5760974","Drenthe",7,15,2019-01-12,4
"750","ADF1926",67,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",3,12,2019-03-20,3
"751","ADF1560",36,"Stede Broec","52.6996021"," 5.2323254","Noord-Holland",6,15,2019-01-22,2
"752","ADF1619",62,"Zeist","52.0906015"," 5.2332526","Utrecht",4,13,2019-04-25,1
"753","ADF0627",73,"Hillegom","52.2956262"," 4.5791763","Zuid-Holland",3,13,2019-03-07,1
"754","ADF0591",25,"Epe","52.3450173"," 5.9836544","Gelderland",3,11,2019-07-11,1
"755","ADF0607",21,"Westerveld","52.8577076"," 6.2960103","Drenthe",4,12,2019-04-15,1
"756","ADF1841",72,"Delfzijl","53.3310272"," 6.9244598","Groningen",6,12,2019-01-26,1
"757","ADF1718",59,"Nissewaard","51.8480337"," 4.3287479","Zuid-Holland",8,13,2019-06-16,9
"758","ADF1605",33,"Amersfoort","52.1561113"," 5.3878266","Utrecht",7,14,2019-06-11,2
"759","ADF1260",82,"Katwijk","52.1992517"," 4.4114135","Zuid-Holland",2,13,2019-05-16,2
"760","ADF1687",63,"Oosterhout","51.6410202"," 4.8616901","Noord-Brabant",8,13,2019-04-27,1
"761","ADF0523",49,"Amersfoort","52.1561113"," 5.3878266","Utrecht",6,15,2019-05-10,1
"762","ADF1788",44,"Zoetermeer","52.0606690"," 4.4940250","Zuid-Holland",10,8,2019-04-12,1
"763","ADF1479",32,"Landgraaf","50.8927646"," 6.0224085","Limburg",8,10,2019-02-26,11
"764","ADF1457",67,"Heemstede","52.3510634"," 4.6203004","Noord-Holland",7,11,2019-03-31,1
"765","ADF1421",46,"Veenendaal","52.0263009"," 5.5544309","Utrecht",4,15,2019-04-25,3
"766","ADF1995",47,"Beesel","51.2696984"," 6.0468338","Limburg",7,13,2019-05-17,1
"767","ADF1544",31,"Hulst","51.2761050"," 4.0512360","Zeeland",2,16,2019-07-04,2
"768","ADF0067",56,"Alphen aan den Rijn","52.1276577"," 4.6688508","Zuid-Holland",8,15,2019-03-28,2
"769","ADF0592",50,"Bergen","52.6749368"," 4.7063946","Limburg",4,12,2019-02-21,1
"770","ADF1059",29,"Landgraaf","50.8927646"," 6.0224085","Limburg",5,16,2019-03-23,1
"771","ADF0389",96,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",5,14,2019-02-08,2
"772","ADF0538",44,"Harderwijk","52.3422025"," 5.6367423","Gelderland",5,15,2018-12-29,1
"773","ADF1851",71,"Rotterdam","51.9244201"," 4.4777326","Zuid-Holland",6,12,2019-04-14,1
"774","ADF1766",72,"Amsterdam","52.3702157"," 4.8951679","Noord-Holland",9,12,2019-03-19,1
"775","ADF1578",29,"Lelystad","52.5185370"," 5.4714220","Flevoland",7,8,2019-02-13,1
"776","ADF0632",23,"Gorinchem","51.8372247"," 4.9758292","Zuid-Holland",7,10,2019-02-27,2
"777","ADF1088",68,"Dongen","51.6287097"," 4.9382385","Noord-Brabant",7,10,2019-03-19,2
"778","ADF1136",18,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",8,7,2019-06-11,3
"779","ADF0054",64,"Weert","51.2519718"," 5.7138711","Limburg",6,11,2019-01-16,4
"780","ADF0275",28,"Boekel","51.6028789"," 5.6743158","Noord-Brabant",5,11,2019-05-30,2
"781","ADF0106",36,"Den Haag","52.0704978"," 4.3006999","Zuid-Holland",2,15,2019-05-12,1
"782","ADF1494",51,"Harlingen","53.1746381"," 5.4251517","Friesland",8,9,2019-07-05,2
