Months.customer,Minutes.in.2018,Number.of.SMS,KBs.used,Total.Unique.Calls,Churn.Status,Customer.Age,LoginsSite.Last.Month,EndSubscription,Total.Call.centre.complaint.calls,MonthlySubscriptionPrice,PaidAfterPaymentDate,PricePhone,Province_Flevoland,Province_Friesland,Province_Gelderland,Province_Groningen,Province_Limburg,Province_Noord-Brabant,Province_Noord-Holland,Province_Overijssel,Province_Utrecht,Province_Zeeland,Province_Zuid-Holland,Previous.provider_Ben,Previous.provider_KPN,Previous.provider_T-Mobile,Previous.provider_TELE2,Previous.provider_Telfort,Previous.provider_Vodafone
18.6,177.2784,7,19.1533,4,1,21,4,3,1,56.559159408480795,3.0,189.97559020704202,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
94.93,5046.66,29,3094742.5919999997,633,1,36,6,3,1,31.489383594604696,4.0,283.233095594429,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
50.87,6094.8,63,6402748.932,175,0,78,4,4,2,23.4128354365702,0.0,441.167870989363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106.03,5350.14,2,946378.5332,293,0,28,3,4,1,32.4043721198885,0.0,211.39250943804402,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42.4,11595.6,76,186187.7725,220,1,71,5,5,1,46.822459753556004,2.0,100.507978374974,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
132.07,1701.408,0,7992730.517999999,9,0,81,6,1,7,40.2879546884199,0.0,115.609896476912,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141.27,5521.14,18,647703.8994,1206,0,29,3,7,2,30.154509234786,3.0,524.308171474683,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
59.7,7610.7024,4,898.5488,939,1,42,7,6,18,24.2279039379506,2.0,403.991417254291,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
104.63,513.3024,14,29133.0557,15,1,36,8,12,1,16.9641057440682,4.0,-93.97263579112509,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.1,80.82,0,2788.1631,3,1,47,7,4,1,35.0638019258167,2.0,205.460178124941,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3.33,3086.8104,0,91824.9209,141,0,72,6,2,1,38.2151552921871,1.0,45.544386746169394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20.6,8173.8,17,537425.1895,395,1,22,7,6,1,16.4670677092711,3.0,99.2099857040425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23.27,1183.9560000000001,0,85248.3574,8,0,98,2,4,4,20.6481903181245,0.0,299.57693167580504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
106.53,3044.9784,14,353274.6308,23,0,30,5,6,2,64.55868360393029,3.0,493.954910544943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.2,7220.52,20,1218569.857,112,0,71,8,12,7,31.598039023274303,1.0,208.49329112809798,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72.3,2372.22,30,22353.417999999998,37,0,71,4,2,1,52.21405513551579,3.0,258.029162590707,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26.73,4430.712,22,13574188.58,190,0,23,5,2,1,37.934508822979204,1.0,275.087154331312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99.53,3171.9168,2,1473082.523,182,0,66,8,5,3,59.075920215128605,0.0,543.0786481215081,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.57,797.472,0,1363375.378,16,1,30,3,6,1,-0.6944127222665172,2.0,293.10327686377104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
71.9,9477.42,110,11968.4521,259,1,89,7,2,1,36.820831195349605,3.0,331.241584408806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
48.53,1049.688,33,0.9395,51,1,48,7,4,2,24.8238342253381,3.0,158.745854500577,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4.1,460.284,0,1.4951,14,0,42,6,6,2,33.292264301340396,2.0,4.82668846341625,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.57,771.06,6,47800.1602,17,1,24,4,2,2,9.58262547458847,2.0,109.31009779310999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
12.37,80.41199999999999,0,29283.8877,22,1,22,6,6,1,21.8843068268296,3.0,321.434908026924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
50.0,6318.3528,59,17.998,122,0,23,9,3,1,66.5454539580992,0.0,404.472268992211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
59.0,6195.9,0,5080.3379,482,0,78,7,5,1,33.418557989200394,0.0,7.555748901789969,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
51.4,14508.72,56,0.1484,954,1,86,3,4,1,27.5659047887569,3.0,47.3218036954643,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
65.57,324.6,9,18.3936,70,1,25,10,5,1,19.065049069266898,2.0,353.693425149952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.07,4065.36,25,303483.6201,242,0,60,6,2,1,39.638877886993704,1.0,511.097986365009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6.17,7364.94,12,837078.6035,339,0,88,5,3,1,55.9684546842861,1.0,501.55062230683603,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29.07,2331.1752,9,272055.3193,9,0,55,5,4,1,43.3995160430127,1.0,564.005159349229,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137.87,10904.64,49,537414.0283,352,1,52,5,9,3,11.8815944966462,3.0,-270.16581448363996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
92.47,3915.78,4,2166006.274,526,0,60,5,3,1,17.6068939488914,0.0,350.38390619367993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
15.87,4681.62,132,247180.4541,197,1,49,7,5,1,20.342079444681698,3.0,42.660145867141,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
55.13,3098.1240000000003,41,4175.2608,92,0,53,1,6,1,29.853488585662397,2.0,367.47597823551695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49.6,8426.0664,45,1209653.019,178,1,64,5,5,1,-9.466735167876411,3.0,227.20479907274398,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8.1,703.632,0,12.7539,36,1,84,8,5,1,21.806057902687503,2.0,299.649873706096,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
94.87,201.804,14,4181.1016,5,1,32,11,3,1,6.900229939500361,2.0,347.577734450941,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17.5,1020.24,31,77788.87400000001,82,1,75,4,5,7,14.8998408360552,3.0,399.319534717272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
61.07,4183.1304,26,540150.3252,276,1,48,9,3,10,7.907457371839429,2.0,652.897990597432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
172.7,6205.74,2,1354.7891,15,0,31,5,4,2,41.0768470876585,3.0,196.375774377739,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72.07,889.0319999999999,8,668938.834,15,1,33,7,6,1,33.3096487941849,1.0,227.31576392921002,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4.23,5045.712,60,465585.9326,190,0,42,7,5,2,38.09755784993779,1.0,115.15175028608101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
40.3,4195.26,0,2868393.475,60,0,87,7,1,1,17.755863096733197,0.0,355.558212121847,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6.4,2878.32,0,12.8662,102,0,22,7,6,7,16.7981899042082,1.0,448.985179752269,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
86.27,4966.5,18,488987.1231,21,0,30,6,4,2,10.9371368561804,3.0,224.66919981566897,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62.87,416.64,12,33794.6855,4,1,19,7,3,1,31.765443056577503,1.0,188.848553479239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39.97,1178.6376,4,85971.0928,231,0,91,4,12,1,35.114427084541695,1.0,268.84496272317904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13.3,457.668,33,36991.4678,14,1,25,6,6,1,29.7620293897371,4.0,-127.084082603691,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
116.53,6965.58,121,71.9365,200,1,58,7,2,2,11.332072139044199,2.0,345.35080696669195,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
8.63,7621.512,4,1653474.82,163,0,25,5,2,2,22.605168098336602,1.0,496.991837694571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
177.8,5252.4,0,52633.2686,1460,0,22,7,5,1,6.905020406560191,2.0,-31.052221534822603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
56.0,104.352,0,568.8701,1,0,85,7,3,2,39.3226977786846,2.0,371.956108995941,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21.43,4325.664000000001,137,2423.5811,141,1,70,6,3,1,-11.2272567672295,1.0,-1.02167778339486,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
23.93,362.4624,21,34.6455,14,1,69,7,4,1,48.126131611973705,2.0,313.767092440895,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5.17,2820.54,7,1346.6514,11,0,60,4,2,1,18.9902408928547,2.0,214.311862441888,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6.4,513.1224,10,68.7998,12,1,31,8,5,1,40.8751892075857,3.0,318.249988472436,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5.17,9135.684000000001,348,5.0078,290,1,52,8,3,1,47.9452386130052,1.0,277.597095149047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3.93,3483.48,38,328089.8887,105,0,47,3,5,4,36.6729861493126,2.0,-4.27320164894826,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33.8,1905.7079999999999,12,1759.0693,333,0,84,6,2,1,3.0363068757532297,2.0,434.749867843705,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
49.73,6371.088000000001,15,77210.292,430,0,40,7,6,2,20.6400430012432,2.0,293.77280568249404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
87.27,397.7448,24,373.5928,10,1,47,6,5,1,-4.27444974264694,2.0,-14.978207942611402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61.4,5204.592000000001,43,66744.50099999999,127,1,79,7,4,1,1.54327441046803,4.0,587.212267132859,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35.2,22480.908,0,14007530.84,1320,0,29,8,5,1,25.764142156339602,0.0,296.763153382019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
75.93,3252.9120000000003,6,1.7324,93,0,27,4,6,4,48.3090864351943,0.0,337.892052080939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
128.03,5396.34,0,1139263.481,138,1,89,4,5,1,12.7658694567396,5.0,-64.13447940762711,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.17,288.3984,21,1061014.0359999998,4,1,32,2,6,1,10.877791501036999,2.0,436.83836692914497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
31.93,21647.052000000003,7,779097.3349,1575,0,22,6,2,4,7.747549436757111,0.0,230.985081726313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111.5,18784.188000000002,55,5136.5693,587,1,67,6,4,1,4.46838185837625,4.0,31.6910439680852,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
23.87,4167.6,5,448485.78799999994,57,0,24,7,6,1,28.306722353029297,2.0,415.359584273555,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7.7,4233.8304,18,832.5762,367,1,61,9,4,1,5.93424667184774,2.0,397.763542294517,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50.07,561.996,1,3851397.811,8,1,18,7,4,1,9.944286410726939,5.0,195.50148212526,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
109.93,3817.92,0,29623.6973,35,0,58,4,3,13,61.0880127863058,0.0,529.205868603936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69.43,4079.82,14,460147.3272,292,0,54,4,3,2,51.8007204811434,0.0,610.343071428636,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-0.17,5142.6048,63,1565901.139,204,1,54,4,5,1,11.1493502745048,1.0,145.761783104406,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28.63,7055.7696,4,30024.7451,398,0,43,6,3,1,57.4085582214373,2.0,233.716208329627,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4.03,415.24800000000005,12,939.7178,18,1,79,8,4,1,17.3701448283502,3.0,371.116130545282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
52.43,1256.3496,48,88303.875,36,1,55,9,6,1,43.1194486297667,2.0,289.761355950448,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31.93,498.9,0,383647.7041,3,1,53,4,5,1,21.595106888098197,3.0,250.57770317903703,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
11.4,6652.031999999999,65,4292568.15,100,1,87,10,4,2,8.1870222666506,3.0,52.0634442124204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5.1,15001.5984,87,167937.0596,279,1,21,7,5,3,11.5630974619186,3.0,109.55421350326701,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4.63,3327.0696,23,17472136.53,31,0,56,8,5,1,37.6990909691704,3.0,329.379073578566,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
19.23,4994.88,97,4214737.323,3,0,94,5,5,1,34.457356070316,2.0,37.0095337909992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
49.57,7529.1624,90,4491.7324,921,0,27,4,5,4,16.666780345727197,3.0,641.7684963379139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.73,13034.88,59,20080.9482,562,1,55,7,3,1,25.8915793043001,4.0,351.28701115668997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
38.53,6533.46,19,1228343.697,123,1,73,6,5,4,37.0548596793351,2.0,146.746301210479,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.17,4444.98,108,217706.7119,103,0,24,5,3,1,41.448263595928296,2.0,304.064413134371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
88.43,10453.7304,11,4675271.904,220,1,95,5,3,2,29.4361075942031,3.0,241.43773694539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48.7,700.248,43,21.0059,16,1,68,6,4,1,18.7481046640698,3.0,245.305715762108,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49.2,2412.7224,0,1835788.7019999998,4,0,48,6,1,2,26.035379910672802,2.0,380.485192767825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7.43,5676.096,7,37142039.56,79,0,48,5,2,2,39.7675452025874,0.0,280.987211073597,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8.1,556.212,10,745.7207,2,1,73,8,4,1,-1.9171093538078303,3.0,134.536503218029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
49.57,2797.2048,0,13.9531,468,0,38,5,4,1,26.2362351492528,1.0,234.379677747453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6.1,2136.696,7,59.1719,84,0,58,4,4,16,20.630216980285898,0.0,393.83648403592497,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
74.57,253.26,5,9426.9219,3,1,37,5,3,1,34.6702509515514,3.0,-51.4703147386411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9.87,8475.9,13,4946400.364,193,1,28,6,2,1,14.024767717549901,6.0,156.133413178219,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
112.8,712.668,17,174737.1826,1,1,58,5,4,1,17.3552838785185,1.0,103.719664901762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.57,22088.64,11,593297.6113,1809,0,53,5,5,1,28.343649610907804,0.0,224.124735274327,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
39.37,3415.02,29,27774261.58,106,0,32,6,6,3,16.209044883637,2.0,465.099432311419,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
3.2,233.22,0,8785765.613,10,1,67,7,6,1,35.8848245231172,3.0,266.340536210512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
35.67,2564.2656,2,16845.0557,176,0,50,3,4,2,25.376281498285397,0.0,243.764338699281,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
30.83,6342.6,26,996269.3740000001,253,0,55,5,12,4,27.1238258719105,1.0,181.971033058036,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
43.67,5893.236,60,1163532.41,52,1,78,4,1,1,20.5646742501671,4.0,186.99174142606702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
91.43,60992.652,573,7020364.355,2184,0,33,7,4,1,15.341815982371301,3.0,480.254064466008,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172.6,13995.78,215,373594.4492,198,1,27,5,10,8,20.8569810350387,1.0,184.161611823702,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4.47,3523.1328,4,12526704.7,43,0,70,4,4,1,20.3326146859404,0.0,474.82854159388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8.33,2314.7304,0,543844.5078,8,0,89,8,4,1,30.0469616287582,1.0,304.88075180248296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13.2,512.4024,12,1819.7568,21,1,41,7,5,1,21.1076733609225,2.0,322.68120184562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
82.43,7530.06,108,9007544.921,165,0,56,4,5,3,35.9581461889926,2.0,338.461560139877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95.53,22669.8,0,75585.1163,1605,0,43,5,4,1,38.6428991338725,0.0,415.647148351203,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8.3,3848.4,9,53.6611,155,1,21,9,8,1,-23.7606601835848,2.0,299.56389128868597,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3.4,3161.16,26,1021022.577,38,0,53,7,5,1,28.5469380417684,0.0,437.98166402204595,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13.3,5140.104,4,1511060.273,166,0,40,5,5,1,25.2059885242447,1.0,285.886799366522,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
105.17,7477.32,26,6470329.757999999,114,1,79,10,6,1,-2.9727682246150695,2.0,302.751850718255,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7.1,260.04,0,5844.3848,1,1,71,7,4,2,20.968633086676302,1.0,475.205580106904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
81.4,1286.58,20,44567.5371,15,1,93,6,6,1,17.5126466510227,1.0,300.875281967312,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
31.07,3168.492,4,1755265.273,120,0,48,7,4,1,45.810031339678105,2.0,367.49700684712303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8.43,13724.52,39,4668602.188,214,1,37,8,4,2,12.8327400097127,2.0,390.570210106215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37.6,1046.82,2,126522.1094,8,1,62,7,5,1,46.0935060130143,1.0,163.853092836931,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
6.27,310.236,27,48.5781,2,1,79,6,4,1,38.6471456484465,4.0,249.380687987832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86.37,872.94,0,77.4834,209,1,38,6,5,4,21.7408085122841,1.0,46.2489711372327,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48.17,3607.296,2,330439.5459,27,0,20,7,4,1,33.3960613842071,0.0,85.25060648562649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
5.03,6009.18,12,12126050.96,62,0,40,6,3,1,5.706227542206269,2.0,436.18362912725996,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
141.73,5578.92,0,152106.7744,779,0,75,8,3,2,46.542758397902794,2.0,493.66636205337096,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
61.43,5598.84,0,2024585.18,249,1,76,5,2,4,25.9885077616987,4.0,265.014659017262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
129.7,35958.0,88,1954697.793,218,0,2,5,3,2,36.2616857941466,2.0,277.687706008709,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93.27,21504.9,56,2173399.1890000002,432,0,54,5,5,2,36.992034498603,1.0,306.48504246567904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4.43,3579.78,0,1150.4736,166,0,83,7,2,2,47.8501583508019,2.0,370.514640925067,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50.97,1314.3552,34,107.4082,41,1,43,4,5,2,34.714813788071,2.0,273.70590061786,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34.73,521.34,23,3.9551,11,1,63,9,2,1,25.039254460795103,1.0,32.1503451328611,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42.67,1126.5048,0,1754292.925,127,1,44,5,3,1,9.87287229918159,4.0,298.069986993283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
55.93,6842.22,18,1024.8378,776,0,25,8,11,2,54.8738284492499,3.0,434.94868211750605,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
82.17,4831.2144,61,49.9209,112,1,47,5,4,1,15.346828750353902,2.0,122.098302608728,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
72.5,3324.78,7,673204.0342,33,0,20,4,1,1,33.1974004878263,1.0,605.629040039376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
27.27,4499.244000000001,60,922078.9111,36,1,26,8,2,1,17.6970157040353,1.0,194.14602976886502,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32.2,2599.968,0,8858228.871,35,0,33,4,12,1,37.7324415907219,0.0,184.759006271415,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3.43,6735.9864,0,4893.3984,187,1,79,9,5,1,-0.4457141657518379,1.0,156.237058105693,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
82.23,3172.5,9,281277.2725,99,0,64,5,4,2,9.602896087360259,2.0,423.234042745607,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.6,5019.9696,4,65203.1094,36,0,29,4,3,1,31.036730290231105,3.0,96.11390475952759,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65.57,645.852,26,51557.2988,25,1,33,12,5,1,45.5751705114072,3.0,231.713884476869,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
68.37,15149.544,30,587053.1972,337,1,42,6,3,1,55.2796578089114,2.0,-67.3195951142127,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
102.83,5309.82,0,2103930.688,439,0,90,5,2,1,42.1766200173371,1.0,261.68818724560504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
61.23,2271.48,16,42310.1328,34,0,68,5,6,1,36.0220184425452,0.0,571.262753222509,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
138.3,12291.0,163,224761.9971,196,1,44,8,4,1,4.76067717641525,2.0,-27.606789490739,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
88.9,4802.5728,7,1024072.837,16,0,21,7,5,2,61.4056762727475,1.0,167.943665620692,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
41.13,4037.7,35,545083.1172,26,0,29,7,2,1,63.602922269709396,3.0,466.66996376176104,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3.8,4933.548,6,3071059.9069999997,52,1,54,4,1,2,6.65545543262705,1.0,260.06332525909903,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
39.77,7111.5,44,225029.1621,64,0,19,6,2,1,44.329809050974205,0.0,666.493763048878,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3.6,5425.932,156,799300.8506,84,0,82,6,2,1,10.9169285329407,0.0,285.454758601696,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3.53,1160.04,4,758816.5312,50,1,58,6,3,2,11.1322019783545,4.0,42.2583896608356,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26.23,5988.24,16,1732440.812,195,0,24,7,3,1,33.0448637192585,3.0,219.79644659163998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3.03,95.52,0,30.2803,2,1,46,8,5,1,36.981586608508294,6.0,-64.46994872276261,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42.53,4099.5024,12,561798.5225,6,1,80,6,5,2,24.0682893336337,6.0,437.873933008014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
38.2,334.0128,10,3013.9932,6,1,36,3,3,1,35.421141623383896,2.0,188.555787557981,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
72.03,6947.172,22,42968676.41,95,1,29,7,11,3,11.0390666988008,2.0,88.2894695033379,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4.2,10563.0,92,1181190.631,329,1,51,2,4,3,17.2143236670817,5.0,111.669225711937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
23.97,1081.776,3,10442434.63,18,0,51,5,4,1,36.3206497107845,0.0,530.800727383342,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
45.17,5252.4,0,144766.4629,888,0,68,4,6,3,23.4052598506398,2.0,533.590866633041,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
75.73,5252.4,0,1564279.6130000001,712,0,82,8,1,1,45.4111645158574,1.0,208.797484144613,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7.4,567.024,62,187.5537,3,1,53,6,12,1,30.837322602213696,2.0,299.479274345002,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
52.87,94.09200000000001,0,1031.042,3,1,33,9,6,1,14.754792823087499,1.0,465.45904936965104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45.13,7110.3288,2,1902.3672,675,0,39,4,3,2,31.7830203047647,2.0,271.83866563863603,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.17,6339.804,8,299235.7441,868,0,40,5,3,3,51.3676850558929,0.0,262.89178779815603,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4.43,4462.92,36,1881350.4009999998,206,1,47,8,7,1,21.4133124774988,2.0,92.36398646403671,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16.17,369.63599999999997,24,17.4717,5,1,19,6,11,1,35.0540073557638,2.0,234.260391683688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
